pr_item_id,pr_id,item_id,requested_quantity,uom,required_date,estimated_unit_cost,priority,reason_for_requirement,current_stock_quantity,reorder_level,budget_code,remarks,status
489,339,90,168.000,Sheet,2024-06-04,10.00,Urgent,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2024-09,Generated PR item.,Converted to PO
490,340,91,74.000,No,2024-06-03,6.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2024-10,Generated PR item.,Converted to PO
491,341,92,378.000,m,2024-06-07,1.20,High,Required for Packaging Materials consumption plan.,0.000,1600.000,BG-2024-11,Generated PR item.,Converted to PO
492,342,93,107.000,No,2024-06-05,3.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2024-12,Generated PR item.,Converted to PO
493,343,94,35.000,No,2024-06-06,35.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-01,Generated PR item.,Converted to PO
494,344,95,84.000,No,2024-06-11,3.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-02,Generated PR item.,Converted to PO
495,345,96,137.000,No,2024-06-05,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-03,Generated PR item.,Converted to PO
496,346,97,201.000,No,2024-06-17,2.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-04,Generated PR item.,Converted to PO
497,347,98,10.000,No,2024-06-15,8.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-05,Generated PR item.,Converted to PO
498,348,99,240.000,No,2024-06-16,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-06,Generated PR item.,Converted to PO
499,349,1,342.000,No,2024-06-06,1800.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2024-07,Generated PR item.,Converted to PO
500,350,2,444.000,No,2024-06-16,2800.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2024-08,Generated PR item.,Converted to PO
501,351,3,469.000,No,2024-06-20,6200.00,Urgent,Required for Core Components consumption plan.,0.000,240.000,BG-2024-09,Generated PR item.,Converted to PO
502,352,4,119.000,No,2024-06-08,1200.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2024-10,Generated PR item.,Converted to PO
503,353,5,92.000,No,2024-06-19,2200.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2024-11,Generated PR item.,Converted to PO
504,354,6,400.000,No,2024-06-12,5000.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2024-12,Generated PR item.,Converted to PO
505,355,7,51.000,No,2024-06-20,180.00,Urgent,Required for Magnetic Components consumption plan.,0.000,6400.000,BG-2024-01,Generated PR item.,Converted to PO
506,356,8,41.000,No,2024-06-15,240.00,High,Required for Magnetic Components consumption plan.,0.000,4800.000,BG-2024-02,Generated PR item.,Converted to PO
507,357,9,120.000,No,2024-06-22,360.00,High,Required for Magnetic Components consumption plan.,0.000,2880.000,BG-2024-03,Generated PR item.,Converted to PO
508,358,10,229.000,No,2024-06-10,450.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-04,Generated PR item.,Converted to PO
509,359,11,200.000,No,2024-06-15,750.00,Urgent,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-05,Generated PR item.,Converted to PO
510,360,12,132.000,No,2024-06-12,1800.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-06,Generated PR item.,Converted to PO
511,361,13,53.000,No,2024-06-13,160.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-07,Generated PR item.,Converted to PO
512,362,14,87.000,No,2024-06-14,220.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-08,Generated PR item.,Converted to PO
513,363,15,174.000,No,2024-06-16,420.00,Urgent,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-09,Generated PR item.,Converted to PO
514,364,16,43.000,No,2024-06-12,1300.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-10,Generated PR item.,Converted to PO
515,365,17,134.000,No,2024-06-23,2400.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-11,Generated PR item.,Converted to PO
516,366,18,7.000,No,2024-06-20,5200.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-12,Generated PR item.,Converted to PO
517,367,19,84.000,No,2024-06-26,450.00,Urgent,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2024-01,Generated PR item.,Converted to PO
518,368,20,65.000,No,2024-06-24,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2024-02,Generated PR item.,Converted to PO
519,369,21,172.000,No,2024-06-14,60.00,High,Required for Mechanical Components consumption plan.,0.000,1280.000,BG-2024-03,Generated PR item.,Converted to PO
520,370,22,229.000,No,2024-06-13,120.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-04,Generated PR item.,Converted to PO
521,371,23,19.000,No,2024-06-19,120.00,Urgent,Required for Bearings consumption plan.,0.000,1600.000,BG-2024-05,Generated PR item.,Converted to PO
522,372,24,81.000,No,2024-06-20,220.00,High,Required for Bearings consumption plan.,0.000,960.000,BG-2024-06,Generated PR item.,Converted to PO
523,373,25,67.000,No,2024-06-17,650.00,High,Required for Bearings consumption plan.,0.000,480.000,BG-2024-07,Generated PR item.,Converted to PO
524,374,26,243.000,No,2024-06-27,15.00,High,Required for Sealing Components consumption plan.,0.000,1520.000,BG-2024-08,Generated PR item.,Converted to PO
525,375,27,229.000,No,2024-06-23,45.00,Urgent,Required for Sealing Components consumption plan.,0.000,1280.000,BG-2024-09,Generated PR item.,Converted to PO
526,376,28,29.000,No,2024-06-26,110.00,High,Required for Sealing Components consumption plan.,0.000,480.000,BG-2024-10,Generated PR item.,Converted to PO
527,377,29,151.000,kg,2024-06-15,850.00,High,Required for Electrical Components consumption plan.,0.000,1440.000,BG-2024-11,Generated PR item.,Converted to PO
528,378,30,123.000,kg,2024-06-28,880.00,High,Required for Electrical Components consumption plan.,0.000,1536.000,BG-2024-12,Generated PR item.,Converted to PO
529,379,31,31.000,kg,2024-06-18,920.00,Urgent,Required for Electrical Components consumption plan.,0.000,1560.000,BG-2024-01,Generated PR item.,Converted to PO
530,380,32,143.000,m,2024-06-23,35.00,High,Required for Electrical Components consumption plan.,0.000,2400.000,BG-2024-02,Generated PR item.,Converted to PO
531,381,33,465.000,m,2024-06-22,60.00,High,Required for Electrical Components consumption plan.,0.000,1920.000,BG-2024-03,Generated PR item.,Converted to PO
532,382,34,281.000,m,2024-06-30,150.00,High,Required for Electrical Components consumption plan.,0.000,1200.000,BG-2024-04,Generated PR item.,Converted to PO
533,383,35,88.000,No,2024-06-20,90.00,Urgent,Required for Electrical Components consumption plan.,0.000,800.000,BG-2024-05,Generated PR item.,Converted to PO
534,384,36,83.000,No,2024-06-20,180.00,High,Required for Electrical Components consumption plan.,0.000,480.000,BG-2024-06,Generated PR item.,Converted to PO
535,385,37,211.000,No,2024-06-22,420.00,High,Required for Electrical Components consumption plan.,0.000,240.000,BG-2024-07,Generated PR item.,Converted to PO
536,386,38,74.000,No,2024-06-22,12.00,High,Required for Electrical Components consumption plan.,0.000,4560.000,BG-2024-08,Generated PR item.,Converted to PO
537,387,39,44.000,No,2024-06-20,45.00,Urgent,Required for Electronic Components consumption plan.,0.000,2400.000,BG-2024-09,Generated PR item.,Converted to PO
538,388,40,146.000,No,2024-06-20,120.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2024-10,Generated PR item.,Converted to PO
539,389,41,249.000,No,2024-06-21,1400.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-11,Generated PR item.,Converted to PO
540,390,42,50.000,No,2024-06-25,3200.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-12,Generated PR item.,Converted to PO
541,391,43,67.000,No,2024-06-23,85.00,Urgent,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-01,Generated PR item.,Converted to PO
542,392,44,120.000,No,2024-06-24,220.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-02,Generated PR item.,Converted to PO
543,393,45,54.000,No,2024-06-29,350.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2024-03,Generated PR item.,Converted to PO
544,394,46,165.000,No,2024-06-22,750.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-04,Generated PR item.,Converted to PO
545,395,47,24.000,Set,2024-07-04,450.00,Urgent,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2024-05,Generated PR item.,Converted to PO
546,396,48,14.000,Set,2024-07-01,950.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-06,Generated PR item.,Converted to PO
547,397,49,69.000,No,2024-06-22,25.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2024-07,Generated PR item.,Converted to PO
548,398,50,233.000,No,2024-06-24,40.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-08,Generated PR item.,Converted to PO
549,399,51,234.000,No,2024-06-22,110.00,Urgent,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-09,Generated PR item.,Converted to PO
550,400,52,129.000,No,2024-06-24,2.00,High,Required for Electronic Components consumption plan.,0.000,4000.000,BG-2024-10,Generated PR item.,Converted to PO
551,401,53,103.000,No,2024-06-26,3.00,High,Required for Electronic Components consumption plan.,0.000,2880.000,BG-2024-11,Generated PR item.,Converted to PO
552,402,54,206.000,No,2024-06-22,5.00,High,Required for Electronic Components consumption plan.,0.000,1920.000,BG-2024-12,Generated PR item.,Converted to PO
553,403,55,52.000,No,2024-06-20,8.00,Urgent,Required for Insulation Materials consumption plan.,0.000,19200.000,BG-2024-01,Generated PR item.,Converted to PO
554,404,56,165.000,No,2024-06-27,10.00,High,Required for Insulation Materials consumption plan.,0.000,17280.000,BG-2024-02,Generated PR item.,Converted to PO
555,405,57,172.000,No,2024-07-02,12.00,High,Required for Insulation Materials consumption plan.,0.000,11520.000,BG-2024-03,Generated PR item.,Converted to PO
556,406,58,179.000,No,2024-06-26,6.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2024-04,Generated PR item.,Converted to PO
557,407,59,58.000,No,2024-07-06,5.00,Urgent,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2024-05,Generated PR item.,Converted to PO
558,408,60,364.000,m,2024-06-27,18.00,High,Required for Insulation Materials consumption plan.,0.000,400.000,BG-2024-06,Generated PR item.,Converted to PO
559,409,61,314.000,m,2024-07-07,25.00,High,Required for Insulation Materials consumption plan.,0.000,384.000,BG-2024-07,Generated PR item.,Converted to PO
560,410,62,440.000,m,2024-06-25,45.00,High,Required for Insulation Materials consumption plan.,0.000,240.000,BG-2024-08,Generated PR item.,Converted to PO
561,411,63,103.000,No,2024-06-30,3.00,Urgent,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-09,Generated PR item.,Converted to PO
562,412,64,315.000,No,2024-07-04,5.00,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-10,Generated PR item.,Converted to PO
563,413,65,419.000,No,2024-06-23,12.00,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-11,Generated PR item.,Converted to PO
564,414,66,153.000,No,2024-07-08,1.50,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-12,Generated PR item.,Converted to PO
565,415,67,377.000,No,2024-06-28,2.50,Urgent,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-01,Generated PR item.,Converted to PO
566,416,68,67.000,No,2024-06-30,6.00,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-02,Generated PR item.,Converted to PO
567,417,69,365.000,No,2024-07-05,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-03,Generated PR item.,Converted to PO
568,418,70,311.000,No,2024-07-05,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-04,Generated PR item.,Converted to PO
569,419,71,112.000,No,2024-06-24,2.50,Urgent,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-05,Generated PR item.,Converted to PO
570,420,72,51.000,No,2024-07-09,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-06,Generated PR item.,Converted to PO
571,421,73,378.000,No,2024-07-06,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-07,Generated PR item.,Converted to PO
572,422,74,136.000,No,2024-07-12,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-08,Generated PR item.,Converted to PO
573,423,75,259.000,No,2024-07-03,4.00,Urgent,Required for Fasteners consumption plan.,0.000,1600.000,BG-2024-09,Generated PR item.,Converted to PO
574,424,76,49.000,No,2024-07-06,7.00,High,Required for Fasteners consumption plan.,0.000,960.000,BG-2024-10,Generated PR item.,Converted to PO
575,425,77,483.000,No,2024-07-03,15.00,High,Required for Fasteners consumption plan.,0.000,480.000,BG-2024-11,Generated PR item.,Converted to PO
576,426,78,284.000,No,2024-07-12,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2024-12,Generated PR item.,Converted to PO
577,427,79,468.000,No,2024-07-10,4.00,Urgent,Required for Fasteners consumption plan.,0.000,3040.000,BG-2024-01,Generated PR item.,Converted to PO
578,428,80,20232.000,ml,2024-07-12,0.80,High,Required for Consumables consumption plan.,0.000,144000.000,BG-2024-02,Generated PR item.,Converted to PO
579,429,81,6968.000,g,2024-07-06,1.20,High,Required for Consumables consumption plan.,0.000,42000.000,BG-2024-03,Generated PR item.,Converted to PO
580,430,82,62989.000,ml,2024-07-11,1.50,High,Required for Consumables consumption plan.,0.000,8000.000,BG-2024-04,Generated PR item.,Converted to PO
581,431,83,18530.000,g,2024-07-03,0.60,Urgent,Required for Consumables consumption plan.,0.000,24000.000,BG-2024-05,Generated PR item.,Converted to PO
582,432,84,80132.000,ml,2024-07-05,0.25,High,Required for Consumables consumption plan.,0.000,156000.000,BG-2024-06,Generated PR item.,Converted to PO
583,433,85,27914.000,g,2024-07-11,1.80,High,Required for Consumables consumption plan.,0.000,9000.000,BG-2024-07,Generated PR item.,Converted to PO
584,434,86,24835.000,g,2024-06-29,1.20,High,Required for Consumables consumption plan.,0.000,4000.000,BG-2024-08,Generated PR item.,Converted to PO
585,435,87,5066.000,g,2024-07-10,0.80,Urgent,Required for Consumables consumption plan.,0.000,12000.000,BG-2024-09,Generated PR item.,Converted to PO
586,436,88,81.000,No,2024-06-28,45.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2024-10,Generated PR item.,Converted to PO
587,437,89,229.000,No,2024-07-08,18.00,High,Required for Packaging Materials consumption plan.,0.000,3040.000,BG-2024-11,Generated PR item.,Converted to PO
588,438,90,140.000,Sheet,2024-07-07,10.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2024-12,Generated PR item.,Converted to PO
589,439,91,218.000,No,2024-07-07,6.00,Urgent,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2024-01,Generated PR item.,Converted to PO
590,440,92,290.000,m,2024-07-07,1.20,High,Required for Packaging Materials consumption plan.,0.000,1600.000,BG-2024-02,Generated PR item.,Converted to PO
591,441,93,17.000,No,2024-07-07,3.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2024-03,Generated PR item.,Converted to PO
