pr_id,pr_number,requested_by,department_id,pr_date,required_date,remarks,status,approved_by,approved_date
377,PR-2024-0377,12,6,2024-06-11,2024-06-15,Generated material requisition for EV motor manufacturing.,Approved,3,2024-06-12
378,PR-2024-0378,13,6,2024-06-11,2024-06-28,Generated material requisition for EV motor manufacturing.,Approved,4,2024-06-12
379,PR-2024-0379,1,1,2024-06-12,2024-06-18,Generated material requisition for EV motor manufacturing.,Approved,5,2024-06-13
380,PR-2024-0380,3,2,2024-06-12,2024-06-23,Generated material requisition for EV motor manufacturing.,Approved,6,2024-06-13
381,PR-2024-0381,4,2,2024-06-12,2024-06-22,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-06-13
382,PR-2024-0382,5,1,2024-06-13,2024-06-30,Generated material requisition for EV motor manufacturing.,Approved,8,2024-06-14
383,PR-2024-0383,6,3,2024-06-13,2024-06-20,Generated material requisition for EV motor manufacturing.,Approved,9,2024-06-14
384,PR-2024-0384,7,3,2024-06-13,2024-06-20,Generated material requisition for EV motor manufacturing.,Approved,10,2024-06-14
385,PR-2024-0385,8,4,2024-06-13,2024-06-22,Generated material requisition for EV motor manufacturing.,Approved,11,2024-06-14
386,PR-2024-0386,9,4,2024-06-13,2024-06-22,Generated material requisition for EV motor manufacturing.,Approved,12,2024-06-14
387,PR-2024-0387,10,5,2024-06-14,2024-06-20,Generated material requisition for EV motor manufacturing.,Approved,13,2024-06-15
388,PR-2024-0388,11,5,2024-06-14,2024-06-20,Generated material requisition for EV motor manufacturing.,Approved,1,2024-06-15
389,PR-2024-0389,12,6,2024-06-14,2024-06-21,Generated material requisition for EV motor manufacturing.,Approved,3,2024-06-15
390,PR-2024-0390,13,6,2024-06-14,2024-06-25,Generated material requisition for EV motor manufacturing.,Approved,4,2024-06-15
391,PR-2024-0391,1,1,2024-06-14,2024-06-23,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2024-06-15
392,PR-2024-0392,3,2,2024-06-14,2024-06-24,Generated material requisition for EV motor manufacturing.,Approved,6,2024-06-15
393,PR-2024-0393,4,2,2024-06-14,2024-06-29,Generated material requisition for EV motor manufacturing.,Approved,7,2024-06-15
394,PR-2024-0394,5,1,2024-06-15,2024-06-22,Generated material requisition for EV motor manufacturing.,Approved,8,2024-06-16
395,PR-2024-0395,6,3,2024-06-15,2024-07-04,Generated material requisition for EV motor manufacturing.,Approved,9,2024-06-16
396,PR-2024-0396,7,3,2024-06-15,2024-07-01,Generated material requisition for EV motor manufacturing.,Approved,10,2024-06-16
397,PR-2024-0397,8,4,2024-06-16,2024-06-22,Generated material requisition for EV motor manufacturing.,Approved,11,2024-06-17
398,PR-2024-0398,9,4,2024-06-16,2024-06-24,Generated material requisition for EV motor manufacturing.,Approved,12,2024-06-17
399,PR-2024-0399,10,5,2024-06-16,2024-06-22,Generated material requisition for EV motor manufacturing.,Approved,13,2024-06-17
400,PR-2024-0400,11,5,2024-06-17,2024-06-24,Generated material requisition for EV motor manufacturing.,Approved,1,2024-06-18
401,PR-2024-0401,12,6,2024-06-17,2024-06-26,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2024-06-18
402,PR-2024-0402,13,6,2024-06-17,2024-06-22,Generated material requisition for EV motor manufacturing.,Approved,4,2024-06-18
403,PR-2024-0403,1,1,2024-06-17,2024-06-20,Generated material requisition for EV motor manufacturing.,Approved,5,2024-06-18
404,PR-2024-0404,3,2,2024-06-17,2024-06-27,Generated material requisition for EV motor manufacturing.,Approved,6,2024-06-18
405,PR-2024-0405,4,2,2024-06-17,2024-07-02,Generated material requisition for EV motor manufacturing.,Approved,7,2024-06-18
406,PR-2024-0406,5,1,2024-06-18,2024-06-26,Generated material requisition for EV motor manufacturing.,Approved,8,2024-06-19
407,PR-2024-0407,6,3,2024-06-18,2024-07-06,Generated material requisition for EV motor manufacturing.,Approved,9,2024-06-19
408,PR-2024-0408,7,3,2024-06-18,2024-06-27,Generated material requisition for EV motor manufacturing.,Approved,10,2024-06-19
409,PR-2024-0409,8,4,2024-06-18,2024-07-07,Generated material requisition for EV motor manufacturing.,Approved,11,2024-06-19
410,PR-2024-0410,9,4,2024-06-18,2024-06-25,Generated material requisition for EV motor manufacturing.,Approved,12,2024-06-19
411,PR-2024-0411,10,5,2024-06-18,2024-06-30,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2024-06-19
412,PR-2024-0412,11,5,2024-06-18,2024-07-04,Generated material requisition for EV motor manufacturing.,Approved,1,2024-06-19
413,PR-2024-0413,12,6,2024-06-19,2024-06-23,Generated material requisition for EV motor manufacturing.,Approved,3,2024-06-20
414,PR-2024-0414,13,6,2024-06-19,2024-07-08,Generated material requisition for EV motor manufacturing.,Approved,4,2024-06-20
415,PR-2024-0415,1,1,2024-06-19,2024-06-28,Generated material requisition for EV motor manufacturing.,Approved,5,2024-06-20
416,PR-2024-0416,3,2,2024-06-19,2024-06-30,Generated material requisition for EV motor manufacturing.,Approved,6,2024-06-20
417,PR-2024-0417,4,2,2024-06-21,2024-07-05,Generated material requisition for EV motor manufacturing.,Approved,7,2024-06-22
418,PR-2024-0418,5,1,2024-06-21,2024-07-05,Generated material requisition for EV motor manufacturing.,Approved,8,2024-06-22
419,PR-2024-0419,6,3,2024-06-21,2024-06-24,Generated material requisition for EV motor manufacturing.,Approved,9,2024-06-22
420,PR-2024-0420,7,3,2024-06-21,2024-07-09,Generated material requisition for EV motor manufacturing.,Approved,10,2024-06-22
421,PR-2024-0421,8,4,2024-06-22,2024-07-06,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2024-06-23
422,PR-2024-0422,9,4,2024-06-22,2024-07-12,Generated material requisition for EV motor manufacturing.,Approved,12,2024-06-23
423,PR-2024-0423,10,5,2024-06-22,2024-07-03,Generated material requisition for EV motor manufacturing.,Approved,13,2024-06-23
424,PR-2024-0424,11,5,2024-06-22,2024-07-06,Generated material requisition for EV motor manufacturing.,Approved,1,2024-06-23
425,PR-2024-0425,12,6,2024-06-23,2024-07-03,Generated material requisition for EV motor manufacturing.,Approved,3,2024-06-24
426,PR-2024-0426,13,6,2024-06-23,2024-07-12,Generated material requisition for EV motor manufacturing.,Approved,4,2024-06-24
427,PR-2024-0427,1,1,2024-06-23,2024-07-10,Generated material requisition for EV motor manufacturing.,Approved,5,2024-06-24
428,PR-2024-0428,3,2,2024-06-23,2024-07-12,Generated material requisition for EV motor manufacturing.,Approved,6,2024-06-24
429,PR-2024-0429,4,2,2024-06-24,2024-07-06,Generated material requisition for EV motor manufacturing.,Approved,7,2024-06-25
430,PR-2024-0430,5,1,2024-06-24,2024-07-11,Generated material requisition for EV motor manufacturing.,Approved,8,2024-06-25
431,PR-2024-0431,6,3,2024-06-24,2024-07-03,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2024-06-25
432,PR-2024-0432,7,3,2024-06-24,2024-07-05,Generated material requisition for EV motor manufacturing.,Approved,10,2024-06-25
433,PR-2024-0433,8,4,2024-06-25,2024-07-11,Generated material requisition for EV motor manufacturing.,Approved,11,2024-06-26
434,PR-2024-0434,9,4,2024-06-25,2024-06-29,Generated material requisition for EV motor manufacturing.,Approved,12,2024-06-26
435,PR-2024-0435,10,5,2024-06-25,2024-07-10,Generated material requisition for EV motor manufacturing.,Approved,13,2024-06-26
436,PR-2024-0436,11,5,2024-06-25,2024-06-28,Generated material requisition for EV motor manufacturing.,Approved,1,2024-06-26
437,PR-2024-0437,12,6,2024-06-25,2024-07-08,Generated material requisition for EV motor manufacturing.,Approved,3,2024-06-26
438,PR-2024-0438,13,6,2024-06-26,2024-07-07,Generated material requisition for EV motor manufacturing.,Approved,4,2024-06-27
439,PR-2024-0439,1,1,2024-06-26,2024-07-07,Generated material requisition for EV motor manufacturing.,Approved,5,2024-06-27
440,PR-2024-0440,3,2,2024-06-26,2024-07-07,Generated material requisition for EV motor manufacturing.,Approved,6,2024-06-27
441,PR-2024-0441,4,2,2024-06-26,2024-07-07,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-06-27
442,PR-2024-0442,5,1,2024-06-26,2024-07-06,Generated material requisition for EV motor manufacturing.,Approved,8,2024-06-27
443,PR-2024-0443,6,3,2024-06-27,2024-07-08,Generated material requisition for EV motor manufacturing.,Approved,9,2024-06-28
444,PR-2024-0444,7,3,2024-06-27,2024-07-10,Generated material requisition for EV motor manufacturing.,Approved,10,2024-06-28
445,PR-2024-0445,8,4,2024-06-27,2024-07-13,Generated material requisition for EV motor manufacturing.,Approved,11,2024-06-28
446,PR-2024-0446,9,4,2024-06-27,2024-07-09,Generated material requisition for EV motor manufacturing.,Approved,12,2024-06-28
447,PR-2024-0447,10,5,2024-06-27,2024-07-11,Generated material requisition for EV motor manufacturing.,Approved,13,2024-06-28
448,PR-2024-0448,11,5,2024-06-27,2024-07-15,Generated material requisition for EV motor manufacturing.,Approved,1,2024-06-28
449,PR-2024-0449,12,6,2024-06-28,2024-07-18,Generated material requisition for EV motor manufacturing.,Approved,3,2024-06-29
450,PR-2024-0450,13,6,2024-06-28,2024-07-02,Generated material requisition for EV motor manufacturing.,Approved,4,2024-06-29
451,PR-2024-0451,1,1,2024-06-28,2024-07-13,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2024-06-29
452,PR-2024-0452,3,2,2024-06-29,2024-07-06,Generated material requisition for EV motor manufacturing.,Approved,6,2024-06-30
453,PR-2024-0453,4,2,2024-06-29,2024-07-05,Generated material requisition for EV motor manufacturing.,Approved,7,2024-06-30
454,PR-2024-0454,5,1,2024-06-29,2024-07-16,Generated material requisition for EV motor manufacturing.,Approved,8,2024-06-30
455,PR-2024-0455,6,3,2024-06-30,2024-07-04,Generated material requisition for EV motor manufacturing.,Approved,9,2024-07-01
456,PR-2024-0456,7,3,2024-06-30,2024-07-18,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-01
457,PR-2024-0457,8,4,2024-06-30,2024-07-16,Generated material requisition for EV motor manufacturing.,Approved,11,2024-07-01
458,PR-2024-0458,9,4,2024-07-01,2024-07-21,Generated material requisition for EV motor manufacturing.,Approved,12,2024-07-02
459,PR-2024-0459,10,5,2024-07-01,2024-07-16,Generated material requisition for EV motor manufacturing.,Approved,13,2024-07-02
460,PR-2024-0460,11,5,2024-07-01,2024-07-19,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-02
461,PR-2024-0461,12,6,2024-07-01,2024-07-06,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2024-07-02
462,PR-2024-0462,13,6,2024-07-02,2024-07-21,Generated material requisition for EV motor manufacturing.,Approved,4,2024-07-03
463,PR-2024-0463,1,1,2024-07-02,2024-07-07,Generated material requisition for EV motor manufacturing.,Approved,5,2024-07-03
464,PR-2024-0464,3,2,2024-07-03,2024-07-11,Generated material requisition for EV motor manufacturing.,Approved,6,2024-07-04
465,PR-2024-0465,4,2,2024-07-03,2024-07-08,Generated material requisition for EV motor manufacturing.,Approved,7,2024-07-04
466,PR-2024-0466,5,1,2024-07-03,2024-07-13,Generated material requisition for EV motor manufacturing.,Approved,8,2024-07-04
467,PR-2024-0467,6,3,2024-07-03,2024-07-19,Generated material requisition for EV motor manufacturing.,Approved,9,2024-07-04
468,PR-2024-0468,7,3,2024-07-04,2024-07-11,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-05
469,PR-2024-0469,8,4,2024-07-04,2024-07-21,Generated material requisition for EV motor manufacturing.,Approved,11,2024-07-05
470,PR-2024-0470,9,4,2024-07-04,2024-07-17,Generated material requisition for EV motor manufacturing.,Approved,12,2024-07-05
471,PR-2024-0471,10,5,2024-07-04,2024-07-18,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2024-07-05
472,PR-2024-0472,11,5,2024-07-04,2024-07-23,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-05
473,PR-2024-0473,12,6,2024-07-05,2024-07-15,Generated material requisition for EV motor manufacturing.,Approved,3,2024-07-06
474,PR-2024-0474,13,6,2024-07-05,2024-07-14,Generated material requisition for EV motor manufacturing.,Approved,4,2024-07-06
475,PR-2024-0475,1,1,2024-07-05,2024-07-25,Generated material requisition for EV motor manufacturing.,Approved,5,2024-07-06
476,PR-2024-0476,3,2,2024-07-06,2024-07-19,Generated material requisition for EV motor manufacturing.,Approved,6,2024-07-07
477,PR-2024-0477,4,2,2024-07-06,2024-07-20,Generated material requisition for EV motor manufacturing.,Approved,7,2024-07-07
478,PR-2024-0478,5,1,2024-07-06,2024-07-14,Generated material requisition for EV motor manufacturing.,Approved,8,2024-07-07
479,PR-2024-0479,6,3,2024-07-07,2024-07-13,Generated material requisition for EV motor manufacturing.,Approved,9,2024-07-08
480,PR-2024-0480,7,3,2024-07-07,2024-07-13,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-08
481,PR-2024-0481,8,4,2024-07-07,2024-07-14,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2024-07-08
482,PR-2024-0482,9,4,2024-07-07,2024-07-13,Generated material requisition for EV motor manufacturing.,Approved,12,2024-07-08
483,PR-2024-0483,10,5,2024-07-07,2024-07-23,Generated material requisition for EV motor manufacturing.,Approved,13,2024-07-08
484,PR-2024-0484,11,5,2024-07-07,2024-07-11,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-08
485,PR-2024-0485,12,6,2024-07-07,2024-07-21,Generated material requisition for EV motor manufacturing.,Approved,3,2024-07-08
486,PR-2024-0486,13,6,2024-07-07,2024-07-27,Generated material requisition for EV motor manufacturing.,Approved,4,2024-07-08
487,PR-2024-0487,1,1,2024-07-07,2024-07-23,Generated material requisition for EV motor manufacturing.,Approved,5,2024-07-08
488,PR-2024-0488,3,2,2024-07-08,2024-07-18,Generated material requisition for EV motor manufacturing.,Approved,6,2024-07-09
489,PR-2024-0489,4,2,2024-07-08,2024-07-12,Generated material requisition for EV motor manufacturing.,Approved,7,2024-07-09
490,PR-2024-0490,5,1,2024-07-08,2024-07-26,Generated material requisition for EV motor manufacturing.,Approved,8,2024-07-09
491,PR-2024-0491,6,3,2024-07-08,2024-07-11,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2024-07-09
492,PR-2024-0492,7,3,2024-07-08,2024-07-23,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-09
493,PR-2024-0493,8,4,2024-07-09,2024-07-24,Generated material requisition for EV motor manufacturing.,Approved,11,2024-07-10
494,PR-2024-0494,9,4,2024-07-09,2024-07-15,Generated material requisition for EV motor manufacturing.,Approved,12,2024-07-10
495,PR-2024-0495,10,5,2024-07-10,2024-07-26,Generated material requisition for EV motor manufacturing.,Approved,13,2024-07-11
496,PR-2024-0496,11,5,2024-07-10,2024-07-16,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-11
497,PR-2024-0497,12,6,2024-07-10,2024-07-17,Generated material requisition for EV motor manufacturing.,Approved,3,2024-07-11
498,PR-2024-0498,13,6,2024-07-10,2024-07-27,Generated material requisition for EV motor manufacturing.,Approved,4,2024-07-11
499,PR-2024-0499,1,1,2024-07-10,2024-07-30,Generated material requisition for EV motor manufacturing.,Approved,5,2024-07-11
500,PR-2024-0500,3,2,2024-07-11,2024-07-18,Generated material requisition for EV motor manufacturing.,Approved,6,2024-07-12
501,PR-2024-0501,4,2,2024-07-11,2024-07-30,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-07-12
502,PR-2024-0502,5,1,2024-07-12,2024-07-31,Generated material requisition for EV motor manufacturing.,Approved,8,2024-07-13
503,PR-2024-0503,6,3,2024-07-12,2024-07-28,Generated material requisition for EV motor manufacturing.,Approved,9,2024-07-13
504,PR-2024-0504,7,3,2024-07-13,2024-07-18,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-14
505,PR-2024-0505,8,4,2024-07-13,2024-07-21,Generated material requisition for EV motor manufacturing.,Approved,11,2024-07-14
506,PR-2024-0506,9,4,2024-07-13,2024-07-28,Generated material requisition for EV motor manufacturing.,Approved,12,2024-07-14
507,PR-2024-0507,10,5,2024-07-13,2024-08-02,Generated material requisition for EV motor manufacturing.,Approved,13,2024-07-14
508,PR-2024-0508,11,5,2024-07-14,2024-07-31,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-15
509,PR-2024-0509,12,6,2024-07-14,2024-07-24,Generated material requisition for EV motor manufacturing.,Approved,3,2024-07-15
