po_id,po_number,pr_id,vendor_id,department_id,po_date,expected_delivery_date,payment_terms,delivery_terms,billing_address,shipping_address,subtotal_amount,tax_amount,freight_charges,discount_amount,currency,po_status,approval_status,approved_by,approved_date,remarks
398,PO-2024-0398,248,28,2,2024-05-06,2024-05-28,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2043.52,367.83,1775.00,0.00,INR,Issued,Approved,7,2024-05-06,Generated purchase order from approved PR.
399,PO-2024-0399,249,29,2,2024-05-05,2024-05-22,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2324.08,418.33,1850.00,0.00,INR,Issued,Approved,8,2024-05-05,Generated purchase order from approved PR.
400,PO-2024-0400,250,30,1,2024-05-05,2024-05-17,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",456503.84,82170.69,1925.00,0.00,INR,Issued,Approved,9,2024-05-05,Generated purchase order from approved PR.
401,PO-2024-0401,251,31,3,2024-05-08,2024-05-20,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",368475.20,66325.54,500.00,0.00,INR,Issued,Approved,10,2024-05-08,Generated purchase order from approved PR.
402,PO-2024-0402,252,32,3,2024-05-08,2024-05-24,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1424052.16,256329.39,575.00,0.00,INR,Issued,Approved,11,2024-05-08,Generated purchase order from approved PR.
403,PO-2024-0403,253,33,4,2024-05-08,2024-05-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",360475.10,64885.52,650.00,0.00,INR,Issued,Approved,12,2024-05-08,Generated purchase order from approved PR.
404,PO-2024-0404,254,34,4,2024-05-09,2024-05-24,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1079935.15,194388.33,725.00,0.00,INR,Issued,Approved,13,2024-05-09,Generated purchase order from approved PR.
405,PO-2024-0405,255,35,5,2024-05-09,2024-05-23,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",998208.19,179677.47,800.00,0.00,INR,Issued,Approved,1,2024-05-09,Generated purchase order from approved PR.
406,PO-2024-0406,256,1,5,2024-05-07,2024-05-25,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",47883.60,8619.05,875.00,0.00,INR,Issued,Approved,3,2024-05-07,Generated purchase order from approved PR.
407,PO-2024-0407,257,2,6,2024-05-11,2024-05-29,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",41360.36,7444.86,950.00,0.00,INR,Issued,Approved,4,2024-05-11,Generated purchase order from approved PR.
408,PO-2024-0408,258,3,6,2024-05-10,2024-05-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",113496.84,20429.43,1025.00,0.00,INR,Issued,Approved,5,2024-05-10,Generated purchase order from approved PR.
409,PO-2024-0409,259,4,1,2024-05-07,2024-05-13,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",60709.58,10927.72,1100.00,0.00,INR,Issued,Approved,6,2024-05-07,Generated purchase order from approved PR.
410,PO-2024-0410,260,5,2,2024-05-07,2024-05-26,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",82317.48,14817.15,1175.00,0.00,INR,Issued,Approved,7,2024-05-07,Generated purchase order from approved PR.
411,PO-2024-0411,261,6,2,2024-05-11,2024-05-25,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",306560.00,55180.80,1250.00,0.00,INR,Issued,Approved,8,2024-05-11,Generated purchase order from approved PR.
412,PO-2024-0412,262,7,1,2024-05-11,2024-05-17,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",26816.30,4826.93,1325.00,0.00,INR,Issued,Approved,9,2024-05-11,Generated purchase order from approved PR.
413,PO-2024-0413,263,8,3,2024-05-10,2024-05-27,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",18085.24,3255.34,1400.00,0.00,INR,Issued,Approved,10,2024-05-10,Generated purchase order from approved PR.
414,PO-2024-0414,264,9,3,2024-05-10,2024-05-28,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",107393.74,19330.87,1475.00,0.00,INR,Issued,Approved,11,2024-05-10,Generated purchase order from approved PR.
415,PO-2024-0415,265,10,4,2024-05-10,2024-05-24,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",209816.40,37766.95,1550.00,0.00,INR,Issued,Approved,12,2024-05-10,Generated purchase order from approved PR.
416,PO-2024-0416,266,11,4,2024-05-11,2024-05-31,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",45663.00,8219.34,1625.00,0.00,INR,Issued,Approved,13,2024-05-11,Generated purchase order from approved PR.
417,PO-2024-0417,267,12,5,2024-05-08,2024-05-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",555083.20,99914.98,1700.00,0.00,INR,Issued,Approved,1,2024-05-08,Generated purchase order from approved PR.
418,PO-2024-0418,268,13,5,2024-05-10,2024-05-18,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",107781.26,19400.63,1775.00,0.00,INR,Issued,Approved,3,2024-05-10,Generated purchase order from approved PR.
419,PO-2024-0419,269,14,6,2024-05-10,2024-05-21,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",47587.21,8565.70,1850.00,0.00,INR,Issued,Approved,4,2024-05-10,Generated purchase order from approved PR.
420,PO-2024-0420,270,15,6,2024-05-10,2024-05-22,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",10053.04,1809.55,1925.00,0.00,INR,Issued,Approved,5,2024-05-10,Generated purchase order from approved PR.
421,PO-2024-0421,271,16,1,2024-05-11,2024-05-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",659400.00,118692.00,500.00,0.00,INR,Issued,Approved,6,2024-05-11,Generated purchase order from approved PR.
422,PO-2024-0422,272,17,2,2024-05-10,2024-05-31,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",238971.60,43014.89,575.00,0.00,INR,Issued,Approved,7,2024-05-10,Generated purchase order from approved PR.
423,PO-2024-0423,273,18,2,2024-05-11,2024-05-29,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1080016.80,194403.02,650.00,0.00,INR,Issued,Approved,8,2024-05-11,Generated purchase order from approved PR.
424,PO-2024-0424,274,19,1,2024-05-08,2024-05-16,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",85637.75,15414.80,725.00,0.00,INR,Issued,Approved,9,2024-05-08,Generated purchase order from approved PR.
425,PO-2024-0425,275,20,3,2024-05-12,2024-05-23,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1121458.80,201862.58,800.00,0.00,INR,Issued,Approved,10,2024-05-12,Generated purchase order from approved PR.
426,PO-2024-0426,276,21,3,2024-05-12,2024-05-20,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",311120.00,56001.60,875.00,0.00,INR,Issued,Approved,11,2024-05-12,Generated purchase order from approved PR.
427,PO-2024-0427,277,22,4,2024-05-13,2024-05-31,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",41229.30,7421.27,950.00,0.00,INR,Issued,Approved,12,2024-05-13,Generated purchase order from approved PR.
428,PO-2024-0428,278,23,4,2024-05-15,2024-05-24,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",152955.00,27531.90,1025.00,0.00,INR,Issued,Approved,13,2024-05-15,Generated purchase order from approved PR.
429,PO-2024-0429,279,24,5,2024-05-13,2024-05-27,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",85104.80,15318.86,1100.00,0.00,INR,Issued,Approved,1,2024-05-13,Generated purchase order from approved PR.
430,PO-2024-0430,280,25,5,2024-05-14,2024-06-03,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",191902.40,34542.43,1175.00,0.00,INR,Issued,Approved,3,2024-05-14,Generated purchase order from approved PR.
431,PO-2024-0431,281,26,6,2024-05-14,2024-05-31,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",174980.00,31496.40,1250.00,0.00,INR,Issued,Approved,4,2024-05-14,Generated purchase order from approved PR.
432,PO-2024-0432,282,27,6,2024-05-18,2024-05-28,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",71496.60,12869.39,1325.00,0.00,INR,Issued,Approved,5,2024-05-18,Generated purchase order from approved PR.
433,PO-2024-0433,283,28,1,2024-05-17,2024-05-28,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",65600.70,11808.13,1400.00,0.00,INR,Issued,Approved,6,2024-05-17,Generated purchase order from approved PR.
434,PO-2024-0434,284,29,2,2024-05-14,2024-05-31,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",14159.75,2548.76,1475.00,0.00,INR,Issued,Approved,7,2024-05-14,Generated purchase order from approved PR.
435,PO-2024-0435,285,30,2,2024-05-17,2024-06-01,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",89358.00,16084.44,1550.00,0.00,INR,Issued,Approved,8,2024-05-17,Generated purchase order from approved PR.
436,PO-2024-0436,286,31,1,2024-05-14,2024-05-20,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",277500.00,49950.00,1625.00,0.00,INR,Issued,Approved,9,2024-05-14,Generated purchase order from approved PR.
437,PO-2024-0437,287,32,3,2024-05-19,2024-06-09,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",63579.60,11444.33,1700.00,0.00,INR,Issued,Approved,10,2024-05-19,Generated purchase order from approved PR.
438,PO-2024-0438,288,33,3,2024-05-19,2024-06-02,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",332674.55,59881.42,1775.00,0.00,INR,Issued,Approved,11,2024-05-19,Generated purchase order from approved PR.
439,PO-2024-0439,289,34,4,2024-05-19,2024-06-01,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",73578.45,13244.12,1850.00,0.00,INR,Issued,Approved,12,2024-05-19,Generated purchase order from approved PR.
440,PO-2024-0440,290,35,4,2024-05-14,2024-05-22,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",353404.00,63612.72,1925.00,0.00,INR,Issued,Approved,13,2024-05-14,Generated purchase order from approved PR.
441,PO-2024-0441,291,1,5,2024-05-15,2024-05-27,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",632540.00,113857.20,500.00,0.00,INR,Issued,Approved,1,2024-05-15,Generated purchase order from approved PR.
442,PO-2024-0442,292,2,5,2024-05-20,2024-05-31,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",50558.40,9100.51,575.00,0.00,INR,Issued,Approved,3,2024-05-20,Generated purchase order from approved PR.
443,PO-2024-0443,293,3,6,2024-05-18,2024-05-28,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",44310.60,7975.91,650.00,0.00,INR,Issued,Approved,4,2024-05-18,Generated purchase order from approved PR.
444,PO-2024-0444,294,4,6,2024-05-18,2024-06-02,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",20126.70,3622.81,725.00,0.00,INR,Issued,Approved,5,2024-05-18,Generated purchase order from approved PR.
445,PO-2024-0445,295,5,1,2024-05-16,2024-05-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",207177.00,37291.86,800.00,0.00,INR,Issued,Approved,6,2024-05-16,Generated purchase order from approved PR.
446,PO-2024-0446,296,6,2,2024-05-15,2024-06-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",10950.00,1971.00,875.00,0.00,INR,Issued,Approved,7,2024-05-15,Generated purchase order from approved PR.
447,PO-2024-0447,297,7,2,2024-05-19,2024-06-10,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",21904.62,3942.83,950.00,0.00,INR,Issued,Approved,8,2024-05-19,Generated purchase order from approved PR.
448,PO-2024-0448,298,8,1,2024-05-21,2024-05-30,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",19333.10,3479.96,1025.00,0.00,INR,Issued,Approved,9,2024-05-21,Generated purchase order from approved PR.
449,PO-2024-0449,299,9,3,2024-05-20,2024-05-26,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",89890.90,16180.36,1100.00,0.00,INR,Issued,Approved,10,2024-05-20,Generated purchase order from approved PR.
450,PO-2024-0450,300,10,3,2024-05-22,2024-06-10,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",158925.80,28606.64,1175.00,0.00,INR,Issued,Approved,11,2024-05-22,Generated purchase order from approved PR.
451,PO-2024-0451,301,11,4,2024-05-21,2024-06-13,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",106812.00,19226.16,1250.00,0.00,INR,Issued,Approved,12,2024-05-21,Generated purchase order from approved PR.
452,PO-2024-0452,302,12,4,2024-05-22,2024-06-12,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",4259.21,766.66,1325.00,0.00,INR,Issued,Approved,13,2024-05-22,Generated purchase order from approved PR.
453,PO-2024-0453,303,13,5,2024-05-17,2024-05-22,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",31245.05,5624.11,1400.00,0.00,INR,Issued,Approved,1,2024-05-17,Generated purchase order from approved PR.
454,PO-2024-0454,304,14,5,2024-05-23,2024-06-01,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",9597.28,1727.51,1475.00,0.00,INR,Issued,Approved,3,2024-05-23,Generated purchase order from approved PR.
455,PO-2024-0455,305,15,6,2024-05-19,2024-05-24,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",17818.60,3207.35,1550.00,0.00,INR,Issued,Approved,4,2024-05-19,Generated purchase order from approved PR.
456,PO-2024-0456,306,16,6,2024-05-22,2024-06-11,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",31668.00,5700.24,1625.00,0.00,INR,Issued,Approved,5,2024-05-22,Generated purchase order from approved PR.
457,PO-2024-0457,307,17,1,2024-05-23,2024-06-08,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",64255.59,11566.01,1700.00,0.00,INR,Issued,Approved,6,2024-05-23,Generated purchase order from approved PR.
458,PO-2024-0458,308,18,2,2024-05-23,2024-06-06,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",694.22,124.96,1775.00,0.00,INR,Issued,Approved,7,2024-05-23,Generated purchase order from approved PR.
459,PO-2024-0459,309,19,2,2024-05-22,2024-06-06,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",9386.82,1689.63,1850.00,0.00,INR,Issued,Approved,8,2024-05-22,Generated purchase order from approved PR.
460,PO-2024-0460,310,20,1,2024-05-25,2024-06-03,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",37900.30,6822.05,1925.00,0.00,INR,Issued,Approved,9,2024-05-25,Generated purchase order from approved PR.
461,PO-2024-0461,311,21,3,2024-05-22,2024-06-07,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",100215.00,18038.70,500.00,0.00,INR,Issued,Approved,10,2024-05-22,Generated purchase order from approved PR.
462,PO-2024-0462,312,22,3,2024-05-23,2024-05-28,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",569330.25,102479.45,575.00,0.00,INR,Issued,Approved,11,2024-05-23,Generated purchase order from approved PR.
463,PO-2024-0463,313,23,4,2024-05-23,2024-06-09,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",20440.35,3679.26,650.00,0.00,INR,Issued,Approved,12,2024-05-23,Generated purchase order from approved PR.
