bom_consumption_id,production_order_item_id,finished_item_id,consumed_item_id,planned_quantity,issued_quantity,actual_consumed_quantity,returned_quantity,wastage_quantity,uom,warehouse_location,batch_number,consumption_date,consumed_by,transaction_status,remarks,created_at,updated_at
119,14,101,78,9.000,0.000,0.000,0.000,0.000,No,Mechanical Store,FAS016-20251001-0140,2025-10-01,1,Planned,Planned material consumption for PROD202509300014; Final Motor Assembly,2025-10-01 09:13:00,2025-10-01 16:29:00
120,14,101,79,9.000,0.000,0.000,0.000,0.000,No,Mechanical Store,FAS017-20251003-0141,2025-10-03,1,Planned,Planned material consumption for PROD202509300014; Final Motor Assembly,2025-10-03 09:20:00,2025-10-03 16:40:00
121,14,101,26,9.000,0.000,0.000,0.000,0.000,No,Mechanical Store,SEA001-20251001-0142,2025-10-01,1,Planned,Planned material consumption for PROD202509300014; Final Motor Assembly,2025-10-01 09:27:00,2025-10-01 16:51:00
122,14,101,27,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,SEA002-20251003-0143,2025-10-03,1,Planned,Planned material consumption for PROD202509300014; Final Motor Assembly,2025-10-03 09:34:00,2025-10-03 16:02:00
123,14,101,33,18.000,0.000,0.000,0.000,0.000,m,Electrical Store,ELE005-20251003-0145,2025-10-03,1,Planned,Planned material consumption for PROD202509300014; Final Motor Assembly,2025-10-03 09:48:00,2025-10-03 16:24:00
124,14,101,35,4.500,0.000,0.000,0.000,0.000,No,Electrical Store,ELE007-20251001-0146,2025-10-01,1,Planned,Planned material consumption for PROD202509300014; Final Motor Assembly,2025-10-01 09:55:00,2025-10-01 16:35:00
125,14,101,38,13.500,0.000,0.000,0.000,0.000,No,Electrical Store,ELE010-20251003-0147,2025-10-03,1,Planned,Planned material consumption for PROD202509300014; Final Motor Assembly,2025-10-03 09:02:00,2025-10-03 16:46:00
126,15,102,105,24.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST75-2025-09-25-15,2025-09-25,1,Issued,Assembly consumption of Finished Stator 7.5kW.,2025-09-25 09:16:00,2025-09-25 16:08:00
127,15,102,108,24.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT75-2025-09-27-15,2025-09-27,1,Issued,Assembly consumption of Finished Rotor 7.5kW.,2025-09-27 09:23:00,2025-09-27 16:19:00
128,15,102,18,6.000,2.117,2.100,0.000,0.017,No,Mechanical Store,MEC009-20250927-0154,2025-09-27,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-27 09:51:00,2025-09-27 16:03:00
129,15,102,19,6.000,2.159,2.100,0.021,0.038,No,Mechanical Store,MEC010-20250925-0155,2025-09-25,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-25 09:58:00,2025-09-25 16:14:00
130,15,102,20,6.000,2.142,2.100,0.042,0.000,No,Mechanical Store,MEC011-20250927-0156,2025-09-27,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-27 09:05:00,2025-09-27 16:25:00
131,15,102,78,12.000,4.284,4.200,0.084,0.000,No,Mechanical Store,FAS016-20250925-0159,2025-09-25,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-25 09:26:00,2025-09-25 16:58:00
132,15,102,79,12.000,4.276,4.200,0.042,0.034,No,Mechanical Store,FAS017-20250927-0160,2025-09-27,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-27 09:33:00,2025-09-27 16:09:00
133,15,102,26,12.000,4.276,4.200,0.000,0.076,No,Mechanical Store,SEA001-20250925-0161,2025-09-25,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-25 09:40:00,2025-09-25 16:20:00
134,15,102,27,12.000,4.284,4.200,0.084,0.000,No,Mechanical Store,SEA002-20250927-0162,2025-09-27,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-27 09:47:00,2025-09-27 16:31:00
135,15,102,34,30.000,10.689,10.500,0.000,0.189,m,Electrical Store,ELE006-20250927-0164,2025-09-27,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-27 09:01:00,2025-09-27 16:53:00
136,15,102,35,6.000,2.142,2.100,0.042,0.000,No,Electrical Store,ELE007-20250925-0165,2025-09-25,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-25 09:08:00,2025-09-25 16:04:00
137,15,102,38,18.000,6.350,6.300,0.000,0.050,No,Electrical Store,ELE010-20250927-0166,2025-09-27,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-27 09:15:00,2025-09-27 16:15:00
138,15,102,58,288.000,102.816,100.800,2.016,0.000,No,Electrical Store,INS004-20250927-0168,2025-09-27,1,Issued,Issued material consumption for PROD202509250015; Final Motor Assembly,2025-09-27 09:29:00,2025-09-27 16:37:00
139,16,103,29,50.000,17.850,17.500,0.350,0.000,kg,STAT_WIP,ELE001-20250220-0169,2025-02-20,1,Issued,Issued material consumption for PROD202502170016; Stator Assembly,2025-02-20 09:36:00,2025-02-20 16:48:00
140,16,103,55,62.500,22.269,21.875,0.219,0.175,No,STAT_WIP,INS001-20250217-0170,2025-02-17,1,Issued,Issued material consumption for PROD202502170016; Stator Assembly,2025-02-17 09:43:00,2025-02-17 16:59:00
141,16,103,58,25.000,8.908,8.750,0.000,0.158,No,STAT_WIP,INS004-20250219-0171,2025-02-19,1,Issued,Issued material consumption for PROD202502170016; Stator Assembly,2025-02-19 09:50:00,2025-02-19 16:10:00
142,16,103,59,100.000,35.700,35.000,0.700,0.000,No,STAT_WIP,INS005-20250221-0172,2025-02-21,1,Issued,Issued material consumption for PROD202502170016; Stator Assembly,2025-02-21 09:57:00,2025-02-21 16:21:00
143,16,103,80,4.000,1.411,1.400,0.000,0.011,ml,STAT_WIP,CON001-20250218-0173,2025-02-18,1,Issued,Issued material consumption for PROD202502170016; Stator Assembly,2025-02-18 09:04:00,2025-02-18 16:32:00
144,17,104,29,240.000,245.760,240.000,0.000,5.760,kg,STAT_WIP,ELE001-20251006-0174,2025-10-06,1,Consumed,Consumed material consumption for PROD202510010017; Stator Assembly,2025-10-06 09:11:00,2025-10-06 16:43:00
145,17,104,55,300.000,304.200,300.000,3.000,1.200,No,STAT_WIP,INS001-20251002-0175,2025-10-02,1,Closed,Closed material consumption for PROD202510010017; Stator Assembly,2025-10-02 09:18:00,2025-10-02 16:54:00
146,17,104,58,120.000,121.440,120.000,0.000,1.440,No,STAT_WIP,INS004-20251004-0176,2025-10-04,1,Consumed,Consumed material consumption for PROD202510010017; Stator Assembly,2025-10-04 09:25:00,2025-10-04 16:05:00
147,17,104,59,480.000,491.520,480.000,0.000,11.520,No,STAT_WIP,INS005-20251006-0177,2025-10-06,1,Consumed,Consumed material consumption for PROD202510010017; Stator Assembly,2025-10-06 09:32:00,2025-10-06 16:16:00
148,17,104,80,19.200,19.277,19.200,0.000,0.077,ml,STAT_WIP,CON001-20251002-0178,2025-10-02,1,Consumed,Consumed material consumption for PROD202510010017; Stator Assembly,2025-10-02 09:39:00,2025-10-02 16:27:00
149,17,104,81,12.000,12.144,12.000,0.000,0.144,g,STAT_WIP,CON002-20251004-0179,2025-10-04,1,Consumed,Consumed material consumption for PROD202510010017; Stator Assembly,2025-10-04 09:46:00,2025-10-04 16:38:00
150,18,105,29,300.000,307.200,300.000,0.000,7.200,kg,STAT_WIP,ELE001-20251012-0180,2025-10-12,1,Consumed,Consumed material consumption for PROD202510070018; Stator Assembly,2025-10-12 09:53:00,2025-10-12 16:49:00
151,18,105,55,375.000,376.500,375.000,0.000,1.500,No,STAT_WIP,INS001-20251008-0181,2025-10-08,1,Consumed,Consumed material consumption for PROD202510070018; Stator Assembly,2025-10-08 09:00:00,2025-10-08 16:00:00
152,18,105,58,150.000,151.800,150.000,0.000,1.800,No,STAT_WIP,INS004-20251010-0182,2025-10-10,1,Consumed,Consumed material consumption for PROD202510070018; Stator Assembly,2025-10-10 09:07:00,2025-10-10 16:11:00
153,18,105,59,600.000,620.400,600.000,6.000,14.400,No,STAT_WIP,INS005-20251012-0183,2025-10-12,1,Consumed,Consumed material consumption for PROD202510070018; Stator Assembly,2025-10-12 09:14:00,2025-10-12 16:22:00
154,18,105,80,24.000,24.096,24.000,0.000,0.096,ml,STAT_WIP,CON001-20251008-0184,2025-10-08,1,Consumed,Consumed material consumption for PROD202510070018; Stator Assembly,2025-10-08 09:21:00,2025-10-08 16:33:00
155,18,105,81,15.000,15.180,15.000,0.000,0.180,g,STAT_WIP,CON002-20251010-0185,2025-10-10,1,Closed,Closed material consumption for PROD202510070018; Stator Assembly,2025-10-10 09:28:00,2025-10-10 16:44:00
156,18,105,63,1200.000,1228.800,1200.000,0.000,28.800,No,STAT_WIP,FAS001-20251012-0186,2025-10-12,1,Consumed,Consumed material consumption for PROD202510070018; Stator Assembly,2025-10-12 09:35:00,2025-10-12 16:55:00
157,19,106,7,45.000,29.835,29.250,0.585,0.000,No,ROTR_WIP,MAG001-20251012-0187,2025-10-12,1,Partially Consumed,Partially Consumed material consumption for PROD202510100019; Rotor Assembly,2025-10-12 09:42:00,2025-10-12 16:06:00
158,19,106,10,56.250,56.700,56.250,0.000,0.450,No,ROTR_WIP,MEC001-20251014-0188,2025-10-14,1,Returned,Returned material consumption for PROD202510100019; Rotor Assembly,2025-10-14 09:49:00,2025-10-14 16:17:00
159,19,106,13,22.500,15.034,14.625,0.146,0.263,No,ROTR_WIP,MEC004-20251011-0189,2025-10-11,1,Partially Consumed,Partially Consumed material consumption for PROD202510100019; Rotor Assembly,2025-10-11 09:56:00,2025-10-11 16:28:00
160,19,106,23,90.000,91.800,90.000,1.800,0.000,No,ROTR_WIP,BRG001-20251013-0190,2025-10-13,1,Returned,Returned material consumption for PROD202510100019; Rotor Assembly,2025-10-13 09:03:00,2025-10-13 16:39:00
161,19,106,21,3.600,2.359,2.340,0.000,0.019,No,ROTR_WIP,MEC012-20251015-0191,2025-10-15,1,Partially Consumed,Partially Consumed material consumption for PROD202510100019; Rotor Assembly,2025-10-15 09:10:00,2025-10-15 16:50:00
162,19,106,78,2.250,2.291,2.250,0.000,0.041,No,ROTR_WIP,FAS016-20251012-0192,2025-10-12,1,Returned,Returned material consumption for PROD202510100019; Rotor Assembly,2025-10-12 09:17:00,2025-10-12 16:01:00
163,19,106,79,180.000,119.340,117.000,2.340,0.000,No,ROTR_WIP,FAS017-20251014-0193,2025-10-14,1,Partially Consumed,Partially Consumed material consumption for PROD202510100019; Rotor Assembly,2025-10-14 09:24:00,2025-10-14 16:12:00
164,19,106,82,180.000,183.240,180.000,1.800,1.440,ml,ROTR_WIP,CON003-20251011-0194,2025-10-11,1,Returned,Returned material consumption for PROD202510100019; Rotor Assembly,2025-10-11 09:31:00,2025-10-11 16:23:00
165,20,107,7,25.000,8.820,8.750,0.000,0.070,No,ROTR_WIP,MAG001-20251021-0195,2025-10-21,1,Issued,Issued material consumption for PROD202510190020; Rotor Assembly,2025-10-21 09:38:00,2025-10-21 16:34:00
166,20,107,10,31.250,11.135,10.938,0.000,0.197,No,ROTR_WIP,MEC001-20251019-0196,2025-10-19,1,Issued,Issued material consumption for PROD202510190020; Rotor Assembly,2025-10-19 09:45:00,2025-10-19 16:45:00
167,20,107,13,12.500,8.288,8.125,0.163,0.000,No,ROTR_WIP,MEC004-20251021-0197,2025-10-21,1,Partially Consumed,Partially Consumed material consumption for PROD202510190020; Rotor Assembly,2025-10-21 09:52:00,2025-10-21 16:56:00
168,20,107,23,50.000,17.815,17.500,0.175,0.140,No,ROTR_WIP,BRG001-20251019-0198,2025-10-19,1,Issued,Issued material consumption for PROD202510190020; Rotor Assembly,2025-10-19 09:59:00,2025-10-19 16:07:00
169,20,107,21,2.000,0.713,0.700,0.000,0.013,No,ROTR_WIP,MEC012-20251021-0199,2025-10-21,1,Issued,Issued material consumption for PROD202510190020; Rotor Assembly,2025-10-21 09:06:00,2025-10-21 16:18:00
170,20,107,78,1.250,0.829,0.813,0.016,0.000,No,ROTR_WIP,FAS016-20251019-0200,2025-10-19,1,Partially Consumed,Partially Consumed material consumption for PROD202510190020; Rotor Assembly,2025-10-19 09:13:00,2025-10-19 16:29:00
171,20,107,79,100.000,35.280,35.000,0.000,0.280,No,ROTR_WIP,FAS017-20251021-0201,2025-10-21,1,Issued,Issued material consumption for PROD202510190020; Rotor Assembly,2025-10-21 09:20:00,2025-10-21 16:40:00
172,20,107,82,100.000,35.630,35.000,0.000,0.630,ml,ROTR_WIP,CON003-20251019-0202,2025-10-19,1,Issued,Issued material consumption for PROD202510190020; Rotor Assembly,2025-10-19 09:27:00,2025-10-19 16:51:00
173,20,107,83,100.000,66.300,65.000,1.300,0.000,g,ROTR_WIP,CON004-20251021-0203,2025-10-21,1,Partially Consumed,Partially Consumed material consumption for PROD202510190020; Rotor Assembly,2025-10-21 09:34:00,2025-10-21 16:02:00
174,21,108,7,37.500,0.000,0.000,0.000,0.000,No,ROTR_WIP,MAG001-20250307-0204,2025-03-07,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-07 09:41:00,2025-03-07 16:13:00
175,21,108,10,46.875,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC001-20250304-0205,2025-03-04,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-04 09:48:00,2025-03-04 16:24:00
176,21,108,13,18.750,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC004-20250306-0206,2025-03-06,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-06 09:55:00,2025-03-06 16:35:00
177,21,108,23,75.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,BRG001-20250308-0207,2025-03-08,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-08 09:02:00,2025-03-08 16:46:00
178,21,108,21,3.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC012-20250305-0208,2025-03-05,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-05 09:09:00,2025-03-05 16:57:00
179,21,108,78,1.875,0.000,0.000,0.000,0.000,No,ROTR_WIP,FAS016-20250307-0209,2025-03-07,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-07 09:16:00,2025-03-07 16:08:00
180,21,108,79,150.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,FAS017-20250304-0210,2025-03-04,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-04 09:23:00,2025-03-04 16:19:00
181,21,108,82,150.000,0.000,0.000,0.000,0.000,ml,ROTR_WIP,CON003-20250306-0211,2025-03-06,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-06 09:30:00,2025-03-06 16:30:00
182,21,108,83,150.000,0.000,0.000,0.000,0.000,g,ROTR_WIP,CON004-20250308-0212,2025-03-08,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-08 09:37:00,2025-03-08 16:41:00
183,21,108,26,150.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,SEA001-20250305-0213,2025-03-05,1,Planned,Planned material consumption for PROD202503040021; Rotor Assembly,2025-03-05 09:44:00,2025-03-05 16:52:00
184,22,106,7,47.500,0.000,0.000,0.000,0.000,No,ROTR_WIP,MAG001-20251118-0214,2025-11-18,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-18 09:51:00,2025-11-18 16:03:00
185,22,106,10,59.375,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC001-20251115-0215,2025-11-15,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-15 09:58:00,2025-11-15 16:14:00
186,22,106,13,23.750,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC004-20251117-0216,2025-11-17,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-17 09:05:00,2025-11-17 16:25:00
187,22,106,23,95.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,BRG001-20251119-0217,2025-11-19,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-19 09:12:00,2025-11-19 16:36:00
188,22,106,21,3.800,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC012-20251116-0218,2025-11-16,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-16 09:19:00,2025-11-16 16:47:00
189,22,106,78,2.375,0.000,0.000,0.000,0.000,No,ROTR_WIP,FAS016-20251118-0219,2025-11-18,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-18 09:26:00,2025-11-18 16:58:00
190,22,106,79,190.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,FAS017-20251115-0220,2025-11-15,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-15 09:33:00,2025-11-15 16:09:00
191,22,106,82,190.000,0.000,0.000,0.000,0.000,ml,ROTR_WIP,CON003-20251117-0221,2025-11-17,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-17 09:40:00,2025-11-17 16:20:00
192,22,106,83,190.000,0.000,0.000,0.000,0.000,g,ROTR_WIP,CON004-20251119-0222,2025-11-19,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-19 09:47:00,2025-11-19 16:31:00
193,22,106,26,190.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,SEA001-20251116-0223,2025-11-16,1,Planned,Planned material consumption for PROD202511150022; Rotor Assembly,2025-11-16 09:54:00,2025-11-16 16:42:00
194,23,107,7,57.500,57.730,57.500,0.000,0.230,No,ROTR_WIP,MAG001-20251120-0224,2025-11-20,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-20 09:01:00,2025-11-20 16:53:00
195,23,107,10,71.875,73.457,71.875,0.719,0.863,No,ROTR_WIP,MEC001-20251117-0225,2025-11-17,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-17 09:08:00,2025-11-17 16:04:00
196,23,107,13,28.750,29.440,28.750,0.000,0.690,No,ROTR_WIP,MEC004-20251119-0226,2025-11-19,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-19 09:15:00,2025-11-19 16:15:00
197,23,107,23,115.000,115.460,115.000,0.000,0.460,No,ROTR_WIP,BRG001-20251121-0227,2025-11-21,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-21 09:22:00,2025-11-21 16:26:00
198,23,107,21,4.600,4.655,4.600,0.000,0.055,No,ROTR_WIP,MEC012-20251118-0228,2025-11-18,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-18 09:29:00,2025-11-18 16:37:00
199,23,107,78,2.875,2.944,2.875,0.000,0.069,No,ROTR_WIP,FAS016-20251120-0229,2025-11-20,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-20 09:36:00,2025-11-20 16:48:00
200,23,107,79,230.000,233.220,230.000,2.300,0.920,No,ROTR_WIP,FAS017-20251117-0230,2025-11-17,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-17 09:43:00,2025-11-17 16:59:00
201,23,107,82,230.000,232.760,230.000,0.000,2.760,ml,ROTR_WIP,CON003-20251119-0231,2025-11-19,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-19 09:50:00,2025-11-19 16:10:00
202,23,107,83,230.000,235.520,230.000,0.000,5.520,g,ROTR_WIP,CON004-20251121-0232,2025-11-21,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-21 09:57:00,2025-11-21 16:21:00
203,23,107,26,230.000,230.920,230.000,0.000,0.920,No,ROTR_WIP,SEA001-20251118-0233,2025-11-18,1,Returned,Returned material consumption for PROD202511170023; Rotor Assembly,2025-11-18 09:04:00,2025-11-18 16:32:00
204,24,108,7,70.000,71.680,70.000,0.000,1.680,No,ROTR_WIP,MAG001-20251124-0234,2025-11-24,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-24 09:11:00,2025-11-24 16:43:00
205,24,108,10,87.500,88.725,87.500,0.875,0.350,No,ROTR_WIP,MEC001-20251120-0235,2025-11-20,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-20 09:18:00,2025-11-20 16:54:00
206,24,108,13,35.000,35.420,35.000,0.000,0.420,No,ROTR_WIP,MEC004-20251122-0236,2025-11-22,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-22 09:25:00,2025-11-22 16:05:00
207,24,108,23,140.000,143.360,140.000,0.000,3.360,No,ROTR_WIP,BRG001-20251124-0237,2025-11-24,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-24 09:32:00,2025-11-24 16:16:00
208,24,108,21,5.600,5.622,5.600,0.000,0.022,No,ROTR_WIP,MEC012-20251120-0238,2025-11-20,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-20 09:39:00,2025-11-20 16:27:00
209,24,108,78,3.500,3.542,3.500,0.000,0.042,No,ROTR_WIP,FAS016-20251122-0239,2025-11-22,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-22 09:46:00,2025-11-22 16:38:00
210,24,108,79,280.000,289.520,280.000,2.800,6.720,No,ROTR_WIP,FAS017-20251124-0240,2025-11-24,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-24 09:53:00,2025-11-24 16:49:00
211,24,108,82,280.000,281.120,280.000,0.000,1.120,ml,ROTR_WIP,CON003-20251120-0241,2025-11-20,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-20 09:00:00,2025-11-20 16:00:00
212,24,108,83,280.000,283.360,280.000,0.000,3.360,g,ROTR_WIP,CON004-20251122-0242,2025-11-22,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-22 09:07:00,2025-11-22 16:11:00
213,24,108,26,280.000,286.720,280.000,0.000,6.720,No,ROTR_WIP,SEA001-20251124-0243,2025-11-24,1,Returned,Returned material consumption for PROD202511190024; Rotor Assembly,2025-11-24 09:14:00,2025-11-24 16:22:00
