po_item_id,po_id,pr_item_id,item_id,ordered_quantity,uom,unit_price,line_subtotal,tax_rate,tax_amount,discount_amount,line_total,expected_delivery_date,received_quantity,pending_quantity,line_status,remarks,created_at,updated_at
121,41,168,71,1757.000,No,5.691520,10000.00,18.00,1800.00,0.00,11800.00,2025-08-25,0.000,1757.000,Ordered,PO line converted from PR item 168 for Flat Washer M8,2025-08-17 14:03:00,2025-08-17 15:03:00
122,41,169,78,2394.600,No,6.264094,15000.00,18.00,2700.00,0.00,17700.00,2025-08-20,0.000,2394.600,Ordered,PO line converted from PR item 169 for Internal Circlip,2025-08-17 14:06:00,2025-08-17 15:06:00
123,42,171,88,502.450,No,11.056941,5555.56,18.00,1000.00,0.00,6555.56,2025-08-25,502.450,0.000,Fully Received,PO line converted from PR item 171 for Corrugated Carton Box,2025-08-22 14:09:00,2025-08-22 15:09:00
124,42,172,95,157.600,No,52.876459,8333.33,18.00,1500.00,0.00,9833.33,2025-08-26,110.320,47.280,Partially Received,PO line converted from PR item 172 for QR Code Label,2025-08-22 14:12:00,2025-08-22 15:12:00
125,42,171,88,270.550,No,41.068601,11111.11,18.00,2000.00,0.00,13111.11,2025-08-27,67.638,202.912,Partially Received,PO line converted from PR item 171 for Corrugated Carton Box,2025-08-22 14:15:00,2025-08-22 15:15:00
126,43,173,99,218.400,No,89.351145,19514.29,18.00,3512.57,292.71,22734.15,2025-08-28,218.400,0.000,Fully Received,PO line converted from PR item 173 for Warranty Card,2025-08-24 14:18:00,2025-08-24 15:18:00
127,43,174,4,59.150,No,494.867794,29271.43,18.00,5268.86,439.07,34101.22,2025-08-29,59.150,0.000,Fully Received,PO line converted from PR item 174 for Rotor Core 1.5 kW,2025-08-24 14:21:00,2025-08-24 15:21:00
128,43,173,99,136.500,No,285.923590,39028.57,18.00,7025.14,585.43,45468.28,2025-08-30,136.500,0.000,Fully Received,PO line converted from PR item 173 for Warranty Card,2025-08-24 14:24:00,2025-08-24 15:24:00
129,43,174,4,109.850,No,444.112062,48785.71,18.00,8781.43,731.79,56835.35,2025-08-31,109.850,0.000,Fully Received,PO line converted from PR item 174 for Rotor Core 1.5 kW,2025-08-24 14:27:00,2025-08-24 15:27:00
130,44,175,8,727.300,No,76.859618,55900.00,18.00,10062.00,0.00,65962.00,2025-09-01,727.300,0.000,Closed,PO line converted from PR item 175 for NdFeB Magnet N45,2025-08-27 14:30:00,2025-08-27 15:30:00
131,44,176,15,208.000,No,403.125000,83850.00,18.00,15093.00,0.00,98943.00,2025-09-02,208.000,0.000,Closed,PO line converted from PR item 176 for Rotor Sleeve SS 0.8 mm,2025-08-27 14:33:00,2025-08-27 15:33:00
132,44,175,8,1350.700,No,82.771896,111800.00,18.00,20124.00,0.00,131924.00,2025-09-03,1350.700,0.000,Closed,PO line converted from PR item 175 for NdFeB Magnet N45,2025-08-27 14:36:00,2025-08-27 15:36:00
133,44,176,15,332.800,No,419.921875,139750.00,18.00,25155.00,0.00,164905.00,2025-09-04,332.800,0.000,Closed,PO line converted from PR item 176 for Rotor Sleeve SS 0.8 mm,2025-08-27 14:39:00,2025-08-27 15:39:00
134,44,175,8,727.300,No,230.578853,167700.00,18.00,30186.00,0.00,197886.00,2025-08-30,727.300,0.000,Closed,PO line converted from PR item 175 for NdFeB Magnet N45,2025-08-27 14:42:00,2025-08-27 15:42:00
135,45,177,19,246.000,No,917.479675,225700.00,18.00,40626.00,0.00,266326.00,2025-09-04,0.000,246.000,Ordered,PO line converted from PR item 177 for Front End Cover,2025-08-29 14:45:00,2025-08-29 15:45:00
136,46,179,30,247.000,kg,320.161943,79080.00,18.00,14234.40,0.00,93314.40,2025-09-03,247.000,0.000,Fully Received,PO line converted from PR item 179 for Copper Wire 1.20 mm,2025-08-27 14:48:00,2025-08-27 15:48:00
137,46,180,37,439.200,No,270.081967,118620.00,18.00,21351.60,0.00,139971.60,2025-09-04,307.440,131.760,Partially Received,PO line converted from PR item 180 for Terminal Block Industrial,2025-08-27 14:51:00,2025-08-27 15:51:00
138,47,181,89,781.600,No,24.792451,19377.78,18.00,3488.00,0.00,22865.78,2025-09-07,781.600,0.000,Fully Received,PO line converted from PR item 181 for Foam Insert,2025-08-30 14:54:00,2025-08-30 15:54:00
139,47,182,25,82.600,No,351.896731,29066.67,18.00,5232.00,0.00,34298.67,2025-09-02,82.600,0.000,Fully Received,PO line converted from PR item 182 for Bearing 6307-2RS,2025-08-30 14:57:00,2025-08-30 15:57:00
140,47,181,89,488.500,No,79.335824,38755.55,18.00,6976.00,0.00,45731.55,2025-09-03,488.500,0.000,Fully Received,PO line converted from PR item 181 for Foam Insert,2025-08-30 14:00:00,2025-08-30 15:00:00
141,48,183,52,129.150,No,27.653349,3571.43,18.00,642.86,0.00,4214.29,2025-09-04,0.000,129.150,Cancelled,PO line converted from PR item 183 for Cable Tie 150 mm,2025-09-01 14:03:00,2025-09-01 15:03:00
142,48,184,59,1941.000,No,2.759990,5357.14,18.00,964.29,0.00,6321.43,2025-09-05,0.000,1941.000,Cancelled,PO line converted from PR item 184 for Slot Wedge,2025-09-01 14:06:00,2025-09-01 15:06:00
143,48,183,52,239.850,No,29.780529,7142.86,18.00,1285.71,0.00,8428.57,2025-09-06,0.000,239.850,Cancelled,PO line converted from PR item 183 for Cable Tie 150 mm,2025-09-01 14:09:00,2025-09-01 15:09:00
144,48,184,59,3105.600,No,2.874990,8928.57,18.00,1607.14,0.00,10535.71,2025-09-07,0.000,3105.600,Cancelled,PO line converted from PR item 184 for Slot Wedge,2025-09-01 14:12:00,2025-09-01 15:12:00
145,49,185,37,311.500,No,86.773676,27030.00,18.00,4865.40,0.00,31895.40,2025-09-07,0.000,311.500,Ordered,PO line converted from PR item 185 for Terminal Block Industrial,2025-09-03 14:15:00,2025-09-03 15:15:00
146,49,186,44,189.150,No,214.353688,40545.00,18.00,7298.10,0.00,47843.10,2025-09-08,0.000,189.150,Ordered,PO line converted from PR item 186 for PT100 Sensor,2025-09-03 14:18:00,2025-09-03 15:18:00
147,49,185,37,498.400,No,108.467095,54060.00,18.00,9730.80,0.00,63790.80,2025-09-09,0.000,498.400,Ordered,PO line converted from PR item 185 for Terminal Block Industrial,2025-09-03 14:21:00,2025-09-03 15:21:00
148,49,186,44,101.850,No,663.475700,67575.00,18.00,12163.50,0.00,79738.50,2025-09-10,0.000,101.850,Ordered,PO line converted from PR item 186 for PT100 Sensor,2025-09-03 14:24:00,2025-09-03 15:24:00
149,49,185,37,311.500,No,260.321027,81090.00,18.00,14596.20,0.00,95686.20,2025-09-11,0.000,311.500,Ordered,PO line converted from PR item 185 for Terminal Block Industrial,2025-09-03 14:27:00,2025-09-03 15:27:00
150,50,187,74,2537.600,No,9.851828,25000.00,18.00,4500.00,375.00,29125.00,2025-09-11,2537.600,0.000,Fully Received,PO line converted from PR item 187 for Spring Washer M8,2025-09-06 14:30:00,2025-09-06 15:30:00
151,51,189,85,3400.000,g,2.941176,10000.00,18.00,1800.00,0.00,11800.00,2025-09-14,3400.000,0.000,Fully Received,PO line converted from PR item 189 for Solder Wire,2025-09-08 14:33:00,2025-09-08 15:33:00
152,51,190,92,427.000,m,35.128806,15000.00,18.00,2700.00,0.00,17700.00,2025-09-15,427.000,0.000,Fully Received,PO line converted from PR item 190 for Packing Tape,2025-09-08 14:36:00,2025-09-08 15:36:00
153,52,191,96,23.800,No,3815.126050,90800.00,18.00,16344.00,0.00,107144.00,2025-09-17,23.800,0.000,Closed,PO line converted from PR item 191 for Rating Sticker,2025-09-10 14:39:00,2025-09-10 15:39:00
154,52,192,1,222.500,No,612.134831,136200.00,18.00,24516.00,0.00,160716.00,2025-09-18,222.500,0.000,Closed,PO line converted from PR item 192 for Stator Core 1.5 kW,2025-09-10 14:42:00,2025-09-10 15:42:00
155,52,191,96,44.200,No,4108.597285,181600.00,18.00,32688.00,0.00,214288.00,2025-09-13,44.200,0.000,Closed,PO line converted from PR item 191 for Rating Sticker,2025-09-10 14:45:00,2025-09-10 15:45:00
156,53,193,5,260.500,No,878.804491,228928.57,18.00,41207.14,0.00,270135.71,2025-09-20,0.000,260.500,Ordered,PO line converted from PR item 193 for Rotor Core 3 kW,2025-09-12 14:48:00,2025-09-12 15:48:00
157,53,194,12,449.800,No,763.434549,343392.86,18.00,61810.71,0.00,405203.57,2025-09-15,0.000,449.800,Ordered,PO line converted from PR item 194 for Motor Shaft EN24,2025-09-12 14:51:00,2025-09-12 15:51:00
158,53,193,5,416.800,No,1098.505614,457857.14,18.00,82414.29,0.00,540271.43,2025-09-16,0.000,416.800,Ordered,PO line converted from PR item 193 for Rotor Core 3 kW,2025-09-12 14:54:00,2025-09-12 15:54:00
159,53,194,12,242.200,No,2363.011685,572321.43,18.00,103017.86,0.00,675339.29,2025-09-17,0.000,242.200,Ordered,PO line converted from PR item 194 for Motor Shaft EN24,2025-09-12 14:57:00,2025-09-12 15:57:00
160,54,195,16,499.200,No,175.120192,87420.00,18.00,15735.60,0.00,103155.60,2025-09-17,499.200,0.000,Fully Received,PO line converted from PR item 195 for Housing 1.5 kW,2025-09-14 14:00:00,2025-09-14 15:00:00
161,54,196,23,365.600,No,358.670678,131130.00,18.00,23603.40,0.00,154733.40,2025-09-18,255.920,109.680,Partially Received,PO line converted from PR item 196 for Bearing 6202-2RS,2025-09-14 14:03:00,2025-09-14 15:03:00
162,54,195,16,268.800,No,650.446429,174840.00,18.00,31471.20,0.00,206311.20,2025-09-19,67.200,201.600,Partially Received,PO line converted from PR item 195 for Housing 1.5 kW,2025-09-14 14:06:00,2025-09-14 15:06:00
163,54,196,23,228.500,No,956.455142,218550.00,18.00,39339.00,0.00,257889.00,2025-09-20,91.400,137.100,Partially Received,PO line converted from PR item 196 for Bearing 6202-2RS,2025-09-14 14:09:00,2025-09-14 15:09:00
164,54,195,16,499.200,No,525.360577,262260.00,18.00,47206.80,0.00,309466.80,2025-09-21,499.200,0.000,Fully Received,PO line converted from PR item 195 for Housing 1.5 kW,2025-09-14 14:12:00,2025-09-14 15:12:00
165,55,197,27,248.800,No,548.231511,136400.00,18.00,24552.00,0.00,160952.00,2025-09-21,248.800,0.000,Fully Received,PO line converted from PR item 197 for Oil Seal Standard,2025-09-17 14:15:00,2025-09-17 15:15:00
166,56,199,38,315.350,No,93.229745,29400.00,18.00,5292.00,0.00,34692.00,2025-09-18,0.000,315.350,Cancelled,PO line converted from PR item 199 for Terminal Lug,2025-09-13 14:18:00,2025-09-13 15:18:00
167,56,200,45,284.500,No,155.008787,44100.00,18.00,7938.00,0.00,52038.00,2025-09-19,0.000,284.500,Cancelled,PO line converted from PR item 200 for Motor Connector IP67,2025-09-13 14:21:00,2025-09-13 15:21:00
168,57,201,88,664.000,No,32.228916,21400.00,18.00,3852.00,321.00,24931.00,2025-09-21,0.000,664.000,Ordered,PO line converted from PR item 201 for Corrugated Carton Box,2025-09-15 14:24:00,2025-09-15 15:24:00
169,57,202,24,381.550,No,84.130520,32100.00,18.00,5778.00,481.50,37396.50,2025-09-22,0.000,381.550,Ordered,PO line converted from PR item 202 for Bearing 6205-2RS,2025-09-15 14:27:00,2025-09-15 15:27:00
170,57,201,88,1062.400,No,40.286145,42800.00,18.00,7704.00,642.00,49862.00,2025-09-23,0.000,1062.400,Ordered,PO line converted from PR item 201 for Corrugated Carton Box,2025-09-15 14:30:00,2025-09-15 15:30:00
171,58,203,60,2752.750,m,3.004788,8271.43,18.00,1488.86,0.00,9760.29,2025-09-24,2752.750,0.000,Fully Received,PO line converted from PR item 203 for Heat Shrink Sleeve 6 mm,2025-09-17 14:33:00,2025-09-17 15:33:00
172,58,204,67,3283.200,No,3.778978,12407.14,18.00,2233.29,0.00,14640.43,2025-09-25,2298.240,984.960,Partially Received,PO line converted from PR item 204 for Hex Nut M6,2025-09-17 14:36:00,2025-09-17 15:36:00
173,58,203,60,1482.250,m,11.160641,16542.86,18.00,2977.71,0.00,19520.57,2025-09-20,370.563,1111.687,Partially Received,PO line converted from PR item 203 for Heat Shrink Sleeve 6 mm,2025-09-17 14:39:00,2025-09-17 15:39:00
174,58,204,67,2052.000,No,10.077276,20678.57,18.00,3722.14,0.00,24400.71,2025-09-21,820.800,1231.200,Partially Received,PO line converted from PR item 204 for Hex Nut M6,2025-09-17 14:42:00,2025-09-17 15:42:00
175,59,205,71,3344.000,No,0.747608,2500.00,18.00,450.00,0.00,2950.00,2025-09-27,3344.000,0.000,Fully Received,PO line converted from PR item 205 for Flat Washer M8,2025-09-19 14:45:00,2025-09-19 15:45:00
176,59,206,78,1522.500,No,2.463054,3750.00,18.00,675.00,0.00,4425.00,2025-09-22,1522.500,0.000,Fully Received,PO line converted from PR item 206 for Internal Circlip,2025-09-19 14:48:00,2025-09-19 15:48:00
177,59,205,71,2090.000,No,2.392344,5000.00,18.00,900.00,0.00,5900.00,2025-09-23,2090.000,0.000,Fully Received,PO line converted from PR item 205 for Flat Washer M8,2025-09-19 14:51:00,2025-09-19 15:51:00
178,59,206,78,2827.500,No,2.210433,6250.00,18.00,1125.00,0.00,7375.00,2025-09-24,2827.500,0.000,Fully Received,PO line converted from PR item 206 for Internal Circlip,2025-09-19 14:54:00,2025-09-19 15:54:00
179,59,205,71,3344.000,No,2.242823,7500.00,18.00,1350.00,0.00,8850.00,2025-09-25,3344.000,0.000,Fully Received,PO line converted from PR item 205 for Flat Washer M8,2025-09-19 14:57:00,2025-09-19 15:57:00
180,60,207,84,1597.750,ml,15.647004,25000.00,18.00,4500.00,0.00,29500.00,2025-09-24,1597.750,0.000,Closed,PO line converted from PR item 207 for Cleaning Solvent,2025-09-21 14:00:00,2025-09-21 15:00:00
181,61,209,93,785.500,No,50.311903,39520.00,18.00,7113.60,0.00,46633.60,2025-09-22,0.000,785.500,Ordered,PO line converted from PR item 209 for Silica Gel Pouch,2025-09-18 14:03:00,2025-09-18 15:03:00
182,61,210,100,9.750,No,6080.000000,59280.00,18.00,10670.40,0.00,69950.40,2025-09-23,0.000,9.750,Ordered,PO line converted from PR item 210 for BLDC Motor 1.5 kW,2025-09-18 14:06:00,2025-09-18 15:06:00
183,62,211,2,146.900,No,640.647447,94111.11,18.00,16940.00,0.00,111051.11,2025-09-24,146.900,0.000,Fully Received,PO line converted from PR item 211 for Stator Core 3 kW,2025-09-19 14:09:00,2025-09-19 15:09:00
184,62,212,9,439.200,No,321.417737,141166.67,18.00,25410.00,0.00,166576.67,2025-09-25,307.440,131.760,Partially Received,PO line converted from PR item 212 for NdFeB Magnet N48,2025-09-19 14:12:00,2025-09-19 15:12:00
185,62,211,2,79.100,No,2379.547661,188222.22,18.00,33880.00,0.00,222102.22,2025-09-26,19.775,59.325,Partially Received,PO line converted from PR item 211 for Stator Core 3 kW,2025-09-19 14:15:00,2025-09-19 15:15:00
186,63,213,75,3523.200,No,1.865188,6571.43,18.00,1182.86,0.00,7754.29,2025-09-28,3523.200,0.000,Fully Received,PO line converted from PR item 213 for Dowel Pin Ø5×20,2025-09-22 14:18:00,2025-09-22 15:18:00
187,63,214,65,1487.850,No,6.625090,9857.14,18.00,1774.29,0.00,11631.43,2025-09-29,1487.850,0.000,Fully Received,PO line converted from PR item 214 for Hex Bolt M8×35,2025-09-22 14:21:00,2025-09-22 15:21:00
188,63,213,75,2202.000,No,5.968601,13142.86,18.00,2365.71,0.00,15508.57,2025-09-30,2202.000,0.000,Fully Received,PO line converted from PR item 213 for Dowel Pin Ø5×20,2025-09-22 14:24:00,2025-09-22 15:24:00
189,63,214,65,2763.150,No,5.945595,16428.57,18.00,2957.14,0.00,19385.71,2025-09-25,2763.150,0.000,Fully Received,PO line converted from PR item 214 for Hex Bolt M8×35,2025-09-22 14:27:00,2025-09-22 15:27:00
190,64,215,24,23.800,No,3581.512605,85240.00,18.00,15343.20,1278.60,99304.60,2025-10-02,0.000,23.800,Cancelled,PO line converted from PR item 215 for Bearing 6205-2RS,2025-09-25 14:30:00,2025-09-25 15:30:00
191,64,216,31,550.000,kg,232.472727,127860.00,18.00,23014.80,1917.90,148956.90,2025-10-03,0.000,550.000,Cancelled,PO line converted from PR item 216 for Copper Wire 1.60 mm,2025-09-25 14:33:00,2025-09-25 15:33:00
192,64,215,24,44.200,No,3857.013575,170480.00,18.00,30686.40,2557.20,198609.20,2025-09-28,0.000,44.200,Cancelled,PO line converted from PR item 215 for Bearing 6205-2RS,2025-09-25 14:36:00,2025-09-25 15:36:00
193,64,216,31,880.000,kg,242.159091,213100.00,18.00,38358.00,3196.50,248261.50,2025-09-29,0.000,880.000,Cancelled,PO line converted from PR item 216 for Copper Wire 1.60 mm,2025-09-25 14:39:00,2025-09-25 15:39:00
194,64,215,24,23.800,No,10744.537815,255720.00,18.00,46029.60,3835.80,297913.80,2025-09-30,0.000,23.800,Cancelled,PO line converted from PR item 215 for Bearing 6205-2RS,2025-09-25 14:42:00,2025-09-25 15:42:00
195,65,217,35,588.500,No,4726.932880,2781800.00,18.00,500724.00,0.00,3282524.00,2025-10-05,0.000,588.500,Ordered,PO line converted from PR item 217 for Terminal Block Standard,2025-09-27 14:45:00,2025-09-27 15:45:00
196,66,219,46,39.000,No,256.410256,10000.00,18.00,1800.00,0.00,11800.00,2025-09-26,39.000,0.000,Fully Received,PO line converted from PR item 219 for Motor Connector IP68,2025-09-23 14:48:00,2025-09-23 15:48:00
197,66,220,53,184.000,No,81.521739,15000.00,18.00,2700.00,0.00,17700.00,2025-09-27,128.800,55.200,Partially Received,PO line converted from PR item 220 for Cable Tie 200 mm,2025-09-23 14:51:00,2025-09-23 15:51:00
198,67,221,57,3608.000,No,1.699925,6133.33,18.00,1104.00,0.00,7237.33,2025-09-29,3608.000,0.000,Fully Received,PO line converted from PR item 221 for Slot Liner 0.35 mm,2025-09-25 14:54:00,2025-09-25 15:54:00
199,67,221,57,1578.500,No,5.828318,9200.00,18.00,1656.00,0.00,10856.00,2025-09-30,1578.500,0.000,Fully Received,PO line converted from PR item 221 for Slot Liner 0.35 mm,2025-09-25 14:57:00,2025-09-25 15:57:00
200,67,221,57,2255.000,No,5.439765,12266.67,18.00,2208.00,0.00,14474.67,2025-10-01,2255.000,0.000,Fully Received,PO line converted from PR item 221 for Slot Liner 0.35 mm,2025-09-25 14:00:00,2025-09-25 15:00:00
201,68,222,62,1624.000,m,12.306472,19985.71,18.00,3597.43,0.00,23583.14,2025-10-03,1624.000,0.000,Closed,PO line converted from PR item 222 for Heat Shrink Sleeve 12 mm,2025-09-28 14:03:00,2025-09-28 15:03:00
202,68,222,62,2320.000,m,12.921797,29978.57,18.00,5396.14,0.00,35374.71,2025-10-04,2320.000,0.000,Closed,PO line converted from PR item 222 for Heat Shrink Sleeve 12 mm,2025-09-28 14:06:00,2025-09-28 15:06:00
203,68,222,62,3016.000,m,13.253127,39971.43,18.00,7194.86,0.00,47166.29,2025-10-05,3016.000,0.000,Closed,PO line converted from PR item 222 for Heat Shrink Sleeve 12 mm,2025-09-28 14:09:00,2025-09-28 15:09:00
204,68,222,62,3712.000,m,13.460207,49964.29,18.00,8993.57,0.00,58957.86,2025-10-06,3712.000,0.000,Closed,PO line converted from PR item 222 for Heat Shrink Sleeve 12 mm,2025-09-28 14:12:00,2025-09-28 15:12:00
205,69,223,79,2351.000,No,1.063377,2500.00,18.00,450.00,0.00,2950.00,2025-10-07,0.000,2351.000,Ordered,PO line converted from PR item 223 for External Circlip,2025-10-01 14:15:00,2025-10-01 15:15:00
206,69,223,79,3056.300,No,1.226974,3750.00,18.00,675.00,0.00,4425.00,2025-10-08,0.000,3056.300,Ordered,PO line converted from PR item 223 for External Circlip,2025-10-01 14:18:00,2025-10-01 15:18:00
207,69,223,79,3761.600,No,1.329222,5000.00,18.00,900.00,0.00,5900.00,2025-10-09,0.000,3761.600,Ordered,PO line converted from PR item 223 for External Circlip,2025-10-01 14:21:00,2025-10-01 15:21:00
208,69,223,79,1645.700,No,3.797776,6250.00,18.00,1125.00,0.00,7375.00,2025-10-04,0.000,1645.700,Ordered,PO line converted from PR item 223 for External Circlip,2025-10-01 14:24:00,2025-10-01 15:24:00
209,69,223,79,2351.000,No,3.190132,7500.00,18.00,1350.00,0.00,8850.00,2025-10-05,0.000,2351.000,Ordered,PO line converted from PR item 223 for External Circlip,2025-10-01 14:27:00,2025-10-01 15:27:00
210,70,224,90,1200.550,Sheet,20.823789,25000.00,18.00,4500.00,0.00,29500.00,2025-10-12,1200.550,0.000,Fully Received,PO line converted from PR item 224 for Bubble Wrap,2025-10-05 14:30:00,2025-10-05 15:30:00
211,71,225,78,3805.600,No,2.627707,10000.00,18.00,1800.00,150.00,11650.00,2025-10-10,3805.600,0.000,Fully Received,PO line converted from PR item 225 for Internal Circlip,2025-10-02 14:33:00,2025-10-02 15:33:00
212,71,225,78,1664.950,No,9.009280,15000.00,18.00,2700.00,225.00,17475.00,2025-10-05,1664.950,0.000,Fully Received,PO line converted from PR item 225 for Internal Circlip,2025-10-02 14:36:00,2025-10-02 15:36:00
213,72,226,10,160.650,No,145.658263,23400.00,18.00,4212.00,0.00,27612.00,2025-10-06,0.000,160.650,Cancelled,PO line converted from PR item 226 for Motor Shaft EN8,2025-10-03 14:39:00,2025-10-03 15:39:00
214,72,226,10,229.500,No,152.941176,35100.00,18.00,6318.00,0.00,41418.00,2025-10-07,0.000,229.500,Cancelled,PO line converted from PR item 226 for Motor Shaft EN8,2025-10-03 14:42:00,2025-10-03 15:42:00
215,72,226,10,298.350,No,156.862745,46800.00,18.00,8424.00,0.00,55224.00,2025-10-08,0.000,298.350,Cancelled,PO line converted from PR item 226 for Motor Shaft EN8,2025-10-03 14:45:00,2025-10-03 15:45:00
216,73,227,21,352.500,No,11.469106,4042.86,18.00,727.71,0.00,4770.57,2025-10-11,0.000,352.500,Ordered,PO line converted from PR item 227 for Bearing Spacer MS,2025-10-07 14:48:00,2025-10-07 15:48:00
217,73,227,21,458.250,No,13.233584,6064.29,18.00,1091.57,0.00,7155.86,2025-10-12,0.000,458.250,Ordered,PO line converted from PR item 227 for Bearing Spacer MS,2025-10-07 14:51:00,2025-10-07 15:51:00
