po_id,po_number,pr_id,vendor_id,department_id,po_date,expected_delivery_date,payment_terms,delivery_terms,billing_address,shipping_address,subtotal_amount,tax_amount,freight_charges,discount_amount,total_po_amount,currency,po_status,approval_status,approved_by,approved_date,remarks,created_at,updated_at
237,PO202512020237,103,3,1,2025-12-02,2025-12-22,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Issued,Approved,10,2025-12-04,PR-based procurement for Electrical Components from PR202606300103,2025-12-02 10:32:00,2025-12-02 11:32:00
238,PO202512060238,104,19,1,2025-12-06,2025-12-20,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",229600.00,41328.00,2877.60,0.00,273805.60,INR,Partially Received,Approved,11,2025-12-06,PR-based procurement for Electronic Components from PR202606300104,2025-12-06 10:39:00,2025-12-06 11:39:00
239,PO202512080239,105,29,1,2025-12-08,2025-12-24,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",28300.00,5094.00,1726.40,424.50,34695.90,INR,Fully Received,Approved,12,2025-12-09,PR-based procurement for Fasteners from PR202606300105,2025-12-08 10:46:00,2025-12-08 11:46:00
240,PO202512200240,106,6,1,2025-12-20,2026-01-22,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",341600.00,61488.00,4916.00,0.00,408004.00,INR,Cancelled,Pending,,,PR-based procurement for Core Components from PR202606300106,2025-12-20 10:53:00,2025-12-20 11:53:00
241,PO202512190241,108,34,1,2025-12-19,2026-01-07,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Issued,Approved,1,2025-12-19,PR-based procurement for Packaging Materials from PR202606300108,2025-12-19 10:00:00,2025-12-19 11:00:00
242,PO202512220242,109,29,2,2025-12-22,2026-01-10,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Partially Received,Approved,3,2025-12-23,PR-based procurement for Fasteners from PR202606300109,2025-12-22 10:07:00,2025-12-22 11:07:00
243,PO202512230243,110,30,1,2025-12-23,2026-01-15,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Fully Received,Approved,4,2025-12-25,PR-based procurement for Fasteners from PR202606300110,2025-12-23 10:14:00,2025-12-23 11:14:00
244,PO202512260244,111,22,1,2025-12-26,2026-01-12,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",408500.00,73530.00,3951.00,0.00,485981.00,INR,Closed,Approved,5,2025-12-26,PR-based procurement for Electrical Components from PR202606300111,2025-12-26 10:21:00,2025-12-26 11:21:00
245,PO202512290245,112,14,1,2025-12-29,2026-01-19,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",824200.00,148356.00,8093.60,0.00,980649.60,INR,Issued,Approved,6,2025-12-30,PR-based procurement for Finished Goods from PR202606300112,2025-12-29 10:28:00,2025-12-29 11:28:00
246,PO202512290246,113,9,1,2025-12-29,2026-01-31,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",283600.00,51048.00,4336.00,4254.00,334730.00,INR,Partially Received,Approved,7,2025-12-31,PR-based procurement for Magnetic Components from PR202606300113,2025-12-29 10:35:00,2025-12-29 11:35:00
247,PO202512310247,114,28,1,2025-12-31,2026-01-14,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Fully Received,Approved,8,2025-12-31,PR-based procurement for Fasteners from PR202606300114,2025-12-31 10:42:00,2025-12-31 11:42:00
248,PO202601030248,115,2,1,2026-01-03,2026-01-24,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",419200.00,75456.00,4853.60,0.00,499509.60,INR,Cancelled,Pending,,,PR-based procurement for Electrical Components from PR202606300115,2026-01-03 10:49:00,2026-01-03 11:49:00
249,PO202601050249,116,18,1,2026-01-05,2026-01-22,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",78400.00,14112.00,2284.00,0.00,94796.00,INR,Issued,Approved,10,2026-01-07,PR-based procurement for Electronic Components from PR202606300116,2026-01-05 10:56:00,2026-01-05 11:56:00
250,PO202601080250,117,19,1,2026-01-08,2026-01-25,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Partially Received,Approved,11,2026-01-08,PR-based procurement for Electronic Components from PR202606300117,2026-01-08 10:03:00,2026-01-08 11:03:00
251,PO202601060251,118,29,1,2026-01-06,2026-01-25,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Fully Received,Approved,12,2026-01-07,PR-based procurement for Fasteners from PR202606300118,2026-01-06 10:10:00,2026-01-06 11:10:00
252,PO202601080252,119,11,2,2026-01-08,2026-01-31,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Closed,Approved,13,2026-01-10,PR-based procurement for Sealing Components from PR202606300119,2026-01-08 10:17:00,2026-01-08 11:17:00
253,PO202601090253,120,1,1,2026-01-09,2026-01-24,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,375.00,30775.00,INR,Issued,Pending,,,PR-based procurement for Electrical Components from PR202606300120,2026-01-09 10:24:00,2026-01-09 11:24:00
254,PO202601190254,121,19,1,2026-01-19,2026-01-31,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Partially Received,Approved,3,2026-01-20,PR-based procurement for Electronic Components from PR202606300121,2026-01-19 10:31:00,2026-01-19 11:31:00
255,PO202601200255,122,6,1,2026-01-20,2026-02-19,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",445500.00,80190.00,5955.00,0.00,531645.00,INR,Fully Received,Approved,4,2026-01-22,PR-based procurement for Core Components from PR202606300122,2026-01-20 10:38:00,2026-01-20 11:38:00
256,PO202601160256,123,10,1,2026-01-16,2026-02-06,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",511600.00,92088.00,4569.60,0.00,608257.60,INR,Cancelled,Pending,,,PR-based procurement for Mechanical Components from PR202606300123,2026-01-16 10:45:00,2026-01-16 11:45:00
257,PO202601210257,124,11,1,2026-01-21,2026-02-09,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Issued,Approved,6,2026-01-22,PR-based procurement for Sealing Components from PR202606300124,2026-01-21 10:52:00,2026-01-21 11:52:00
258,PO202601230258,125,35,1,2026-01-23,2026-02-12,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Partially Received,Approved,7,2026-01-25,PR-based procurement for Packaging Materials from PR202606300125,2026-01-23 10:59:00,2026-01-23 11:59:00
259,PO202601240259,126,20,1,2026-01-24,2026-02-11,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Fully Received,Approved,8,2026-01-24,PR-based procurement for Electronic Components from PR202606300126,2026-01-24 10:06:00,2026-01-24 11:06:00
260,PO202601280260,127,26,1,2026-01-28,2026-02-22,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",164800.00,29664.00,2818.40,2472.00,194810.40,INR,Closed,Approved,9,2026-01-29,PR-based procurement for Insulation Materials from PR202606300127,2026-01-28 10:13:00,2026-01-28 11:13:00
261,PO202601290261,130,30,1,2026-01-29,2026-02-21,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Issued,Approved,10,2026-01-31,PR-based procurement for Fasteners from PR202606300130,2026-01-29 10:20:00,2026-01-29 11:20:00
262,PO202601300262,131,4,1,2026-01-30,2026-02-22,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1157300.00,208314.00,8443.80,0.00,1374057.80,INR,Partially Received,Approved,11,2026-01-30,PR-based procurement for Core Components from PR202606300131,2026-01-30 10:27:00,2026-01-30 11:27:00
263,PO202602010263,132,12,3,2026-02-01,2026-02-19,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",130400.00,23472.00,2543.20,0.00,156415.20,INR,Fully Received,Approved,12,2026-02-02,PR-based procurement for Mechanical Components from PR202606300132,2026-02-01 10:34:00,2026-02-01 11:34:00
264,PO202602030264,133,17,1,2026-02-03,2026-02-20,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",145100.00,26118.00,2951.00,0.00,174169.00,INR,Cancelled,Pending,,,PR-based procurement for Bearings from PR202606300133,2026-02-03 10:41:00,2026-02-03 11:41:00
265,PO202602040265,134,1,1,2026-02-04,2026-02-22,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",263700.00,47466.00,3082.20,0.00,314248.20,INR,Issued,Approved,1,2026-02-04,PR-based procurement for Electrical Components from PR202606300134,2026-02-04 10:48:00,2026-02-04 11:48:00
266,PO202602020266,135,19,1,2026-02-02,2026-02-17,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",120000.00,21600.00,2460.00,0.00,144060.00,INR,Partially Received,Approved,3,2026-02-03,PR-based procurement for Electronic Components from PR202606300135,2026-02-02 10:55:00,2026-02-02 11:55:00
267,PO202602060267,136,11,1,2026-02-06,2026-02-26,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,375.00,30875.00,INR,Fully Received,Approved,4,2026-02-08,PR-based procurement for Sealing Components from PR202606300136,2026-02-06 10:02:00,2026-02-06 11:02:00
268,PO202602080268,137,21,1,2026-02-08,2026-02-27,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",677200.00,121896.00,5563.20,0.00,804659.20,INR,Closed,Approved,5,2026-02-08,PR-based procurement for Electronic Components from PR202606300137,2026-02-08 10:09:00,2026-02-08 11:09:00
269,PO202602170269,138,32,1,2026-02-17,2026-03-08,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Issued,Approved,6,2026-02-18,PR-based procurement for Consumables from PR202606300138,2026-02-17 10:16:00,2026-02-17 11:16:00
270,PO202602190270,139,6,1,2026-02-19,2026-03-27,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",94400.00,16992.00,2444.00,0.00,113836.00,INR,Partially Received,Approved,7,2026-02-21,PR-based procurement for Core Components from PR202606300139,2026-02-19 10:23:00,2026-02-19 11:23:00
271,PO202505010271,,1,1,2025-05-01,2025-05-18,"50% advance, balance against dispatch",Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Raw Material Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",65000.00,11700.00,1890.00,975.00,77615.00,INR,Draft,Pending,,,Direct PO for tool calibration and production support services,2025-05-01 12:00:00,2025-05-01 13:00:00
272,PO202505120272,,4,2,2025-05-12,2025-06-07,15 days after material acceptance,Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",112321.00,20217.78,2398.57,0.00,134937.35,INR,Partially Received,Approved,9,2025-05-13,Direct PO for urgent MRO consumables,2025-05-12 12:05:00,2025-05-12 13:05:00
273,PO202505230273,,7,3,2025-05-23,2025-06-21,Immediate payment against proforma invoice,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",214642.00,38635.56,3646.42,0.00,256923.98,INR,Fully Received,Approved,10,2025-05-25,Direct PO for packaging replenishment,2025-05-23 12:10:00,2025-05-23 13:10:00
274,PO202506030274,,10,4,2025-06-03,2025-06-26,30 days credit from invoice date,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",371963.00,66953.34,3731.78,0.00,442648.12,INR,Closed,Approved,11,2025-06-03,Direct PO for maintenance spares,2025-06-03 12:15:00,2025-06-03 13:15:00
275,PO202506140275,,13,5,2025-06-14,2025-07-09,45 days credit after GRN acceptance,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Maintenance Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",589284.00,106071.12,6214.27,0.00,701569.39,INR,Issued,Approved,12,2025-06-15,Direct PO for supplier development sample lot,2025-06-14 12:20:00,2025-06-14 13:20:00
276,PO202506250276,,16,6,2025-06-25,2025-07-16,"50% advance, balance against dispatch",Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Raw Material Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",151605.00,27288.90,3016.05,0.00,181909.95,INR,Draft,Pending,,,Direct PO for tool calibration and production support services,2025-06-25 12:25:00,2025-06-25 13:25:00
277,PO202507060277,,19,1,2025-07-06,2025-07-19,15 days after material acceptance,Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",108926.00,19606.68,2153.56,0.00,130686.24,INR,Fully Received,Approved,1,2025-07-06,Direct PO for urgent MRO consumables,2025-07-06 12:30:00,2025-07-06 13:30:00
278,PO202507170278,,22,2,2025-07-17,2025-08-06,Immediate payment against proforma invoice,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",211247.00,38024.46,3189.98,3168.71,249292.73,INR,Cancelled,Pending,,,Direct PO for packaging replenishment,2025-07-17 12:35:00,2025-07-17 13:35:00
279,PO202507280279,,25,3,2025-07-28,2025-08-20,30 days credit from invoice date,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",368568.00,66342.24,5185.68,0.00,440095.92,INR,Issued,Approved,4,2025-07-30,Direct PO for maintenance spares,2025-07-28 12:40:00,2025-07-28 13:40:00
280,PO202508080280,,28,4,2025-08-08,2025-08-24,45 days credit after GRN acceptance,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Maintenance Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",585889.00,105460.02,5015.33,0.00,696364.35,INR,Partially Received,Approved,5,2025-08-08,Direct PO for supplier development sample lot,2025-08-08 12:45:00,2025-08-08 13:45:00
281,PO202508190281,,31,5,2025-08-19,2025-09-07,"50% advance, balance against dispatch",Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Raw Material Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",148210.00,26677.80,2685.68,0.00,177573.48,INR,Draft,Pending,,,Direct PO for tool calibration and production support services,2025-08-19 12:50:00,2025-08-19 13:50:00
282,PO202508300282,,34,6,2025-08-30,2025-09-19,15 days after material acceptance,Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",105531.00,18995.58,2555.31,0.00,127081.89,INR,Closed,Approved,7,2025-09-01,Direct PO for urgent MRO consumables,2025-08-30 12:55:00,2025-08-30 13:55:00
283,PO202509100283,,2,1,2025-09-10,2025-09-29,Immediate payment against proforma invoice,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",207852.00,37413.36,2747.11,0.00,248012.47,INR,Issued,Approved,8,2025-09-10,Direct PO for packaging replenishment,2025-09-10 12:00:00,2025-09-10 13:00:00
284,PO202509210284,,5,2,2025-09-21,2025-10-15,30 days credit from invoice date,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",365173.00,65731.14,4421.38,0.00,435325.52,INR,Partially Received,Approved,9,2025-09-22,Direct PO for maintenance spares,2025-09-21 12:05:00,2025-09-21 13:05:00
285,PO202510020285,,8,3,2025-10-02,2025-10-27,45 days credit after GRN acceptance,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Maintenance Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",582494.00,104848.92,7324.94,8737.41,685930.45,INR,Fully Received,Approved,10,2025-10-04,Direct PO for supplier development sample lot,2025-10-02 12:10:00,2025-10-02 13:10:00
286,PO202510130286,,11,4,2025-10-13,2025-11-02,"50% advance, balance against dispatch",Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Raw Material Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",144815.00,26066.70,2368.89,0.00,173250.59,INR,Draft,Pending,,,Direct PO for tool calibration and production support services,2025-10-13 12:15:00,2025-10-13 13:15:00
287,PO202510240287,,14,5,2025-10-24,2025-11-19,15 days after material acceptance,Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",102136.00,18384.48,2317.09,0.00,122837.57,INR,Issued,Approved,12,2025-10-25,Direct PO for urgent MRO consumables,2025-10-24 12:20:00,2025-10-24 13:20:00
288,PO202511040288,,17,6,2025-11-04,2025-11-26,Immediate payment against proforma invoice,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",204457.00,36802.26,3544.57,0.00,244803.83,INR,Partially Received,Approved,13,2025-11-06,Direct PO for packaging replenishment,2025-11-04 12:25:00,2025-11-04 13:25:00
289,PO202511150289,,20,1,2025-11-15,2025-11-29,30 days credit from invoice date,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",361778.00,65120.04,3670.67,0.00,430568.71,INR,Fully Received,Approved,1,2025-11-15,Direct PO for maintenance spares,2025-11-15 12:30:00,2025-11-15 13:30:00
290,PO202511260290,,23,2,2025-11-26,2025-12-15,45 days credit after GRN acceptance,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Maintenance Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",579099.00,104237.82,6132.79,0.00,689469.61,INR,Closed,Approved,3,2025-11-27,Direct PO for supplier development sample lot,2025-11-26 12:35:00,2025-11-26 13:35:00
291,PO202512070291,,26,3,2025-12-07,2025-12-29,"50% advance, balance against dispatch",Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Raw Material Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",141420.00,25455.60,2914.20,0.00,169789.80,INR,Draft,Pending,,,Direct PO for tool calibration and production support services,2025-12-07 12:40:00,2025-12-07 13:40:00
292,PO202512180292,,29,4,2025-12-18,2026-01-04,15 days after material acceptance,Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",98741.00,17773.38,2092.45,1481.12,117125.71,INR,Partially Received,Approved,5,2025-12-18,Direct PO for urgent MRO consumables,2025-12-18 12:45:00,2025-12-18 13:45:00
293,PO202512290293,,32,5,2025-12-29,2026-01-16,Immediate payment against proforma invoice,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",201062.00,36191.16,3108.50,0.00,240361.66,INR,Fully Received,Approved,6,2025-12-30,Direct PO for packaging replenishment,2025-12-29 12:50:00,2025-12-29 13:50:00
294,PO202601090294,,35,6,2026-01-09,2026-01-31,30 days credit from invoice date,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",358383.00,64508.94,5083.83,0.00,427975.77,INR,Cancelled,Pending,,,Direct PO for maintenance spares,2026-01-09 12:55:00,2026-01-09 13:55:00
295,PO202601200295,,3,1,2026-01-20,2026-02-09,45 days credit after GRN acceptance,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Maintenance Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",575704.00,103626.72,4954.22,0.00,684284.94,INR,Issued,Approved,8,2026-01-20,Direct PO for supplier development sample lot,2026-01-20 12:00:00,2026-01-20 13:00:00
296,PO202601310296,,6,2,2026-01-31,2026-03-03,"50% advance, balance against dispatch",Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Raw Material Store, EV Motor Manufacturing Pvt Ltd, Hosur Plant",138025.00,24844.50,2604.20,0.00,165473.70,INR,Draft,Pending,,,Direct PO for tool calibration and production support services,2026-01-31 12:05:00,2026-01-31 13:05:00
